date,country,adm,n_cum_conf,n_cum_deaths,n_inc_conf,n_inc_deaths,class
2020-03-05,Spain,all,198,1,47,1,Local transmission
2020-03-05,Sri Lanka,all,1,0,0,0,Imported cases only
2020-03-05,Sweden,all,35,0,11,0,Local transmission
2020-03-05,Switzerland,all,56,0,20,0,Local transmission
2020-03-05,Thailand,all,47,1,4,0,Local transmission
2020-03-05,Tunisia,all,1,0,0,0,Imported cases only
2020-03-05,UK,all,89,0,38,0,Local transmission
2020-03-05,Ukraine,all,1,0,0,0,Imported cases only
2020-03-05,United Arab Emirates,all,27,0,0,0,Local transmission
2020-03-05,USA,all,129,9,21,3,Local transmission
2020-03-05,Vietnam,all,16,0,0,0,Local transmission
2020-03-06,Afghanistan,all,1,0,0,0,Imported cases only
2020-03-06,Algeria,all,12,0,0,0,Local transmission
2020-03-06,Andorra,all,1,0,0,0,Imported cases only
2020-03-06,Argentina,all,1,0,0,0,Imported cases only
2020-03-06,Armenia,all,1,0,0,0,Imported cases only
2020-03-06,Australia,all,66,3,0,0,Local transmission
2020-03-06,Austria,all,47,0,10,0,Imported cases only
2020-03-06,Azerbaijan,all,3,0,0,0,Imported cases only
2020-03-06,Bahrain,all,49,0,0,0,Imported cases only
2020-03-06,Belarus,all,6,0,0,0,Local transmission
2020-03-06,Belgium,all,50,0,27,0,Local transmission
2020-03-06,Bhutan,all,1,0,1,0,Imported cases only
2020-03-06,Bosnia and Herzegovina,all,2,0,0,0,Local transmission
2020-03-06,Brazil,all,7,0,4,0,Imported cases only
2020-03-06,Cambodia,all,1,0,0,0,Imported cases only
2020-03-06,Cameroon,all,1,0,1,0,Imported cases only
2020-03-06,Canada,all,45,0,15,0,Local transmission
2020-03-06,Chile,all,1,0,0,0,Imported cases only
2020-03-06,Croatia,all,10,0,1,0,Local transmission
2020-03-06,Czechia,all,12,0,7,0,Local transmission
2020-03-06,Denmark,all,18,0,8,0,Local transmission
2020-03-06,Ecuador,all,13,0,6,0,Local transmission
2020-03-06,Egypt,all,3,0,1,0,Imported cases only
2020-03-06,Estonia,all,3,0,1,0,Imported cases only
2020-03-06,Finland,all,12,0,5,0,Local transmission
2020-03-06,France,all,420,6,138,2,Local transmission
2020-03-06,Georgia,all,9,0,6,0,Imported cases only
2020-03-06,Germany,all,534,0,272,0,Local transmission
2020-03-06,Gibraltar,all,1,0,0,0,Under investigation
2020-03-06,Greece,all,32,0,23,0,Local transmission
2020-03-06,Hungary,all,2,0,0,0,Imported cases only
2020-03-06,Iceland,all,26,0,0,0,Imported cases only
2020-03-06,India,all,30,0,1,0,Local transmission
2020-03-06,Indonesia,all,2,0,0,0,Local transmission
2020-03-06,Iran,all,3513,107,591,15,Local transmission
2020-03-06,Iraq,all,36,2,0,0,Imported cases only
2020-03-06,Ireland,all,14,0,12,0,Local transmission
2020-03-06,Israel,all,15,0,0,0,Local transmission
2020-03-06,Italy,all,3858,148,769,41,Local transmission
2020-03-06,Japan,all,349,6,32,0,Local transmission
2020-03-06,Jordan,all,1,0,0,0,Imported cases only
2020-03-06,Kuwait,all,58,0,0,0,Imported cases only
2020-03-06,Latvia,all,1,0,0,0,Imported cases only
2020-03-06,Lebanon,all,16,0,3,0,Local transmission
2020-03-06,Liechtenstein,all,1,0,0,0,Imported cases only
2020-03-06,Lithuania,all,1,0,0,0,Imported cases only
2020-03-06,Luxembourg,all,1,0,0,0,Imported cases only
2020-03-06,Malaysia,all,55,0,5,0,Local transmission
2020-03-06,Mexico,all,5,0,0,0,Imported cases only
2020-03-06,Monaco,all,1,0,0,0,Under investigation
2020-03-06,Morocco,all,2,0,0,0,Imported cases only
2020-03-06,Nepal,all,1,0,0,0,Imported cases only
2020-03-06,Netherlands,all,82,0,44,0,Local transmission
2020-03-06,New Zealand,all,4,0,2,0,Local transmission
2020-03-06,Nigeria,all,1,0,0,0,Imported cases only
2020-03-06,North Macedonia,all,1,0,0,0,Imported cases only
2020-03-06,Norway,all,86,0,30,0,Local transmission
2020-03-06,Oman,all,16,0,1,0,Imported cases only
2020-03-06,Pakistan,all,5,0,0,0,Imported cases only
2020-03-06,Palestine,all,7,0,0,0,Imported cases only
2020-03-06,Philippines,all,5,1,2,0,Local transmission
2020-03-06,Poland,all,1,0,0,0,Imported cases only
2020-03-06,Portugal,all,9,0,0,0,Local transmission
2020-03-06,Qatar,all,8,0,0,0,Imported cases only
2020-03-06,Romania,all,6,0,2,0,Local transmission
2020-03-06,Russia,all,4,0,1,0,Imported cases only
2020-03-06,Saint Martin,all,2,0,0,0,Under investigation
2020-03-06,San Marino,all,21,0,5,0,Local transmission
2020-03-06,Saudi Arabia,all,8,0,6,0,Imported cases only
2020-03-06,Senegal,all,4,0,0,0,Imported cases only
2020-03-06,Serbia,all,1,0,1,0,Under investigation
2020-03-06,Singapore,all,117,0,7,0,Local transmission
2020-03-06,Slovenia,all,6,0,5,0,Local transmission
2020-03-06,South Africa,all,1,0,1,0,Imported cases only
2020-03-06,South Korea,all,6284,42,518,7,Local transmission
2020-03-06,Spain,all,257,3,59,2,Local transmission
2020-03-06,Sri Lanka,all,1,0,0,0,Imported cases only
2020-03-06,Sweden,all,61,0,26,0,Local transmission
2020-03-06,Switzerland,all,86,1,30,1,Local transmission
2020-03-06,Thailand,all,47,1,0,0,Local transmission
2020-03-06,Tunisia,all,1,0,0,0,Imported cases only
2020-03-06,UK,all,118,0,29,0,Local transmission
2020-03-06,Ukraine,all,1,0,0,0,Imported cases only
2020-03-06,United Arab Emirates,all,27,0,0,0,Local transmission
2020-03-06,USA,all,148,10,19,1,Local transmission
2020-03-06,Vietnam,all,16,0,0,0,Local transmission
2020-03-07,Afghanistan,all,1,0,0,0,Imported cases only
2020-03-07,Algeria,all,17,0,5,0,Local transmission
2020-03-07,Andorra,all,1,0,0,0,Imported cases only
2020-03-07,Argentina,all,2,0,1,0,Imported cases only
2020-03-07,Armenia,all,1,0,0,0,Imported cases only
2020-03-07,Australia,all,66,3,5,0,Local transmission
2020-03-07,Austria,all,66,0,19,0,Imported cases only
2020-03-07,Azerbaijan,all,9,0,6,0,Imported cases only
2020-03-07,Bahrain,all,49,0,0,0,Imported cases only
2020-03-07,Belarus,all,6,0,0,0,Local transmission
2020-03-07,Belgium,all,109,0,59,0,Local transmission
2020-03-07,Bhutan,all,1,0,0,0,Imported cases only
2020-03-07,Bosnia and Herzegovina,all,2,0,0,0,Local transmission
2020-03-07,Brazil,all,13,0,6,0,Local transmission
2020-03-07,Cambodia,all,1,0,0,0,Imported cases only
2020-03-07,Cameroon,all,2,0,1,0,Local transmission
2020-03-07,Canada,all,51,0,6,0,Local transmission
2020-03-07,Chile,all,5,0,4,0,Imported cases only
2020-03-07,Colombia,all,1,0,1,0,Imported cases only
2020-03-07,Croatia,all,11,0,1,0,Local transmission
2020-03-07,Czechia,all,12,0,0,0,Local transmission
2020-03-07,Denmark,all,23,0,5,0,Local transmission
2020-03-07,Dominican Republic,all,1,0,0,0,Imported cases only
2020-03-07,Ecuador,all,14,0,1,0,Local transmission
2020-03-07,Egypt,all,3,0,0,0,Imported cases only
2020-03-07,Estonia,all,10,0,7,0,Imported cases only
2020-03-07,Finland,all,19,0,7,0,Local transmission
2020-03-07,France,all,613,9,193,3,Local transmission
2020-03-07,Georgia,all,9,0,0,0,Imported cases only
2020-03-07,Germany,all,639,0,105,0,Local transmission
2020-03-07,Greece,all,32,0,0,0,Local transmission
2020-03-07,Holy See,all,1,0,1,0,Under investigation
2020-03-07,Hungary,all,5,0,3,0,Imported cases only
2020-03-07,Iceland,all,45,0,19,0,Local transmission
2020-03-07,India,all,31,0,1,0,Local transmission
2020-03-07,Indonesia,all,2,0,0,0,Local transmission
2020-03-07,Iran,all,4747,124,1234,17,Local transmission
2020-03-07,Iraq,all,44,4,8,2,Imported cases only
2020-03-07,Ireland,all,18,0,4,0,Local transmission
2020-03-07,Israel,all,19,0,4,0,Local transmission
2020-03-07,Italy,all,4636,197,778,49,Local transmission
2020-03-07,Japan,all,408,6,59,0,Local transmission
2020-03-07,Jordan,all,1,0,0,0,Imported cases only
2020-03-07,Kuwait,all,58,0,0,0,Imported cases only
2020-03-07,Latvia,all,1,0,0,0,Imported cases only
2020-03-07,Lebanon,all,22,0,6,0,Local transmission
2020-03-07,Liechtenstein,all,1,0,0,0,Imported cases only
2020-03-07,Lithuania,all,1,0,0,0,Imported cases only
2020-03-07,Luxembourg,all,2,0,1,0,Imported cases only
2020-03-07,Malaysia,all,83,0,28,0,Local transmission
2020-03-07,Mexico,all,5,0,0,0,Imported cases only
2020-03-07,Monaco,all,1,0,0,0,Under investigation
2020-03-07,Morocco,all,2,0,0,0,Imported cases only
2020-03-07,Nepal,all,1,0,0,0,Imported cases only
2020-03-07,Netherlands,all,128,1,46,1,Local transmission
2020-03-07,New Zealand,all,5,0,1,0,Local transmission
2020-03-07,Nigeria,all,1,0,0,0,Imported cases only
2020-03-07,North Macedonia,all,3,0,2,0,Imported cases only
2020-03-07,Norway,all,113,0,27,0,Local transmission
2020-03-07,Oman,all,16,0,0,0,Imported cases only
2020-03-07,Pakistan,all,5,0,0,0,Imported cases only
2020-03-07,Palestine,all,16,0,9,0,Local transmission
2020-03-07,Peru,all,1,0,1,0,Imported cases only
2020-03-07,Philippines,all,5,1,0,0,Local transmission
2020-03-07,Poland,all,5,0,4,0,Imported cases only
2020-03-07,Portugal,all,13,0,4,0,Local transmission
2020-03-07,Qatar,all,11,0,3,0,Imported cases only
2020-03-07,Romania,all,7,0,1,0,Local transmission
2020-03-07,Russia,all,7,0,3,0,Imported cases only
2020-03-07,Saint Barthélemy,all,1,0,0,0,Under investigation
2020-03-07,Saint Martin,all,2,0,0,0,Under investigation
2020-03-07,San Marino,all,24,0,3,0,Local transmission
2020-03-07,Saudi Arabia,all,8,0,0,0,Imported cases only
2020-03-07,Senegal,all,4,0,0,0,Imported cases only
2020-03-07,Serbia,all,1,0,0,0,Under investigation
2020-03-07,Singapore,all,130,0,13,0,Local transmission
2020-03-07,Slovakia,all,1,0,1,0,Local transmission
2020-03-07,Slovenia,all,9,0,3,0,Local transmission
2020-03-07,South Africa,all,1,0,0,0,Imported cases only
2020-03-07,South Korea,all,6767,44,483,2,Local transmission
2020-03-07,Spain,all,374,5,117,2,Local transmission
2020-03-07,Sweden,all,137,0,76,0,Local transmission
2020-03-07,Switzerland,all,209,1,123,0,Local transmission
2020-03-07,Thailand,all,48,1,1,0,Local transmission
2020-03-07,Togo,all,1,0,1,0,Imported cases only
2020-03-07,UK,all,167,1,49,1,Local transmission
2020-03-07,United Arab Emirates,all,45,0,18,0,Local transmission
2020-03-07,USA,all,213,11,65,1,Local transmission
2020-03-07,Vietnam,all,17,0,1,0,Local transmission
2020-03-08,Afghanistan,all,4,0,3,0,Imported cases only
2020-03-08,Algeria,all,17,0,0,0,Local transmission
2020-03-08,Andorra,all,1,0,0,0,Imported cases only
2020-03-08,Argentina,all,9,1,7,1,Imported cases only
2020-03-08,Armenia,all,1,0,0,0,Imported cases only
2020-03-08,Australia,all,74,3,12,1,Local transmission
2020-03-08,Austria,all,104,0,38,0,Local transmission
2020-03-08,Azerbaijan,all,9,0,0,0,Imported cases only
2020-03-08,Bahrain,all,56,0,7,0,Imported cases only
2020-03-08,Belarus,all,6,0,0,0,Local transmission
2020-03-08,Belgium,all,169,0,60,0,Local transmission
2020-03-08,Bhutan,all,1,0,0,0,Imported cases only
2020-03-08,Bosnia and Herzegovina,all,2,0,0,0,Local transmission
2020-03-08,Brazil,all,19,0,6,0,Local transmission
2020-03-08,Bulgaria,all,2,0,2,0,Local transmission
2020-03-08,Cambodia,all,2,0,1,0,Local transmission
2020-03-08,Cameroon,all,2,0,0,0,Local transmission
2020-03-08,Canada,all,57,0,6,0,Local transmission
2020-03-08,Chile,all,5,0,0,0,Imported cases only
2020-03-08,Colombia,all,1,0,0,0,Imported cases only
2020-03-08,Costa Rica,all,5,0,5,0,Imported cases only
2020-03-08,Croatia,all,11,0,0,0,Local transmission
2020-03-08,Czechia,all,26,0,14,0,Local transmission
2020-03-08,Denmark,all,31,0,8,0,Local transmission
2020-03-08,Dominican Republic,all,1,0,0,0,Imported cases only
2020-03-08,Ecuador,all,14,0,0,0,Local transmission
2020-03-08,Egypt,all,48,0,45,0,Local transmissionâ€ â€ 
2020-03-08,Estonia,all,10,0,0,0,Imported cases only
2020-03-08,Faroe Islands,all,1,0,0,0,Imported cases only
2020-03-08,Finland,all,19,0,0,0,Local transmission
2020-03-08,France,all,706,10,93,1,Local transmission
2020-03-08,French Guiana,all,5,0,5,0,Imported cases only
2020-03-08,Georgia,all,12,0,3,0,Imported cases only
2020-03-08,Germany,all,795,0,156,0,Local transmission
2020-03-08,Gibraltar,all,1,0,0,0,Under investigation
2020-03-08,Greece,all,66,0,34,0,Local transmission
2020-03-08,Holy See,all,1,0,0,0,Under investigation
2020-03-08,Hungary,all,7,0,3,0,Local transmission
2020-03-08,Iceland,all,45,0,0,0,Local transmission
2020-03-08,India,all,34,0,3,0,Local transmission
2020-03-08,Indonesia,all,4,0,0,0,Local transmission
2020-03-08,Iran,all,5823,145,1076,21,Local transmission
2020-03-08,Iraq,all,54,4,10,0,Imported cases only
2020-03-08,Ireland,all,19,0,1,0,Local transmission
2020-03-08,Israel,all,25,0,6,0,Local transmission
2020-03-08,Italy,all,5883,234,1247,37,Local transmission
2020-03-08,Japan,all,455,6,48,0,Local transmission
2020-03-08,Jordan,all,1,0,0,0,Imported cases only
2020-03-08,Kuwait,all,62,0,4,0,Imported cases only
2020-03-08,Latvia,all,1,0,0,0,Imported cases only
2020-03-08,Lebanon,all,28,0,6,0,Local transmission
2020-03-08,Liechtenstein,all,1,0,0,0,Imported cases only
2020-03-08,Lithuania,all,1,0,0,0,Imported cases only
2020-03-08,Luxembourg,all,2,0,0,0,Imported cases only
2020-03-08,Malaysia,all,93,0,10,0,Local transmission
2020-03-08,Maldives,all,2,0,2,0,Local transmission
2020-03-08,Malta,all,3,0,3,0,Imported cases only
2020-03-08,Martinique,all,2,0,2,0,Imported cases only
2020-03-08,Mexico,all,7,0,2,0,Imported cases only
2020-03-08,Monaco,all,1,0,0,0,Under investigation
2020-03-08,Morocco,all,2,0,0,0,Imported cases only
2020-03-08,Nepal,all,1,0,0,0,Imported cases only
2020-03-08,Netherlands,all,188,1,60,0,Local transmission
2020-03-08,New Zealand,all,5,0,0,0,Local transmission
2020-03-08,Nigeria,all,1,0,0,0,Imported cases only
2020-03-08,North Macedonia,all,3,0,0,0,Imported cases only
2020-03-08,Norway,all,147,0,34,0,Local transmission
2020-03-08,Oman,all,16,0,0,0,Imported cases only
2020-03-08,Pakistan,all,5,0,0,0,Imported cases only
2020-03-08,Palestine,all,16,0,0,0,Local transmission
2020-03-08,Peru,all,6,0,0,0,Local transmission
2020-03-08,Philippines,all,6,1,1,0,Local transmission
2020-03-08,Poland,all,6,0,1,0,Imported cases only
2020-03-08,Portugal,all,21,0,8,0,Local transmission
2020-03-08,Qatar,all,12,0,1,0,Imported cases only
2020-03-08,Republic of Moldova,all,1,0,1,0,Imported cases only
2020-03-08,Romania,all,13,0,6,0,Local transmission
2020-03-08,Russia,all,7,0,0,0,Imported cases only
2020-03-08,Saint Barthélemy,all,1,0,0,0,Under investigation
2020-03-08,Saint Martin,all,2,0,0,0,Under investigation
2020-03-08,San Marino,all,27,1,3,1,Local transmission
2020-03-08,Saudi Arabia,all,9,0,2,0,Imported cases only
2020-03-08,Senegal,all,4,0,0,0,Imported cases only
2020-03-08,Serbia,all,1,0,0,0,Under investigation
2020-03-08,Singapore,all,138,0,8,0,Local transmission
2020-03-08,Slovakia,all,3,0,2,0,Local transmission
2020-03-08,Slovenia,all,12,0,3,0,Local transmission
2020-03-08,South Africa,all,2,0,1,0,Imported cases only
2020-03-08,South Korea,all,7134,50,367,6,Local transmission
2020-03-08,Spain,all,430,5,56,0,Local transmission
2020-03-08,Sweden,all,161,0,24,0,Local transmission
2020-03-08,Switzerland,all,264,2,55,1,Local transmission
2020-03-08,Thailand,all,50,1,2,0,Local transmission
2020-03-08,Togo,all,1,0,0,0,Imported cases only
2020-03-08,Tunisia,all,1,0,0,0,Imported cases only
2020-03-08,UK,all,210,2,43,1,Local transmission
2020-03-08,Ukraine,all,1,0,0,0,Imported cases only
2020-03-08,United Arab Emirates,all,45,0,0,0,Local transmission
2020-03-08,USA,all,213,11,0,0,Local transmission
2020-03-08,Vietnam,all,21,0,4,0,Local transmission
2020-03-09,Afghanistan,all,4,0,0,0,Imported cases only
2020-03-09,Albania,all,2,0,2,0,Imported cases only
2020-03-09,Algeria,all,20,0,3,0,Local transmission
2020-03-09,Andorra,all,1,0,0,0,Imported cases only
2020-03-09,Argentina,all,12,1,3,0,Imported cases only
2020-03-09,Armenia,all,1,0,0,0,Imported cases only
2020-03-09,Australia,all,77,3,3,0,Local transmission
2020-03-09,Austria,all,112,0,10,0,Local transmission
2020-03-09,Azerbaijan,all,9,0,0,0,Imported cases only
2020-03-09,Bahrain,all,79,0,23,0,Local transmission
2020-03-09,Bangladesh,all,3,0,3,0,Local transmission
2020-03-09,Belarus,all,6,0,0,0,Local transmission
2020-03-09,Belgium,all,200,0,31,0,Local transmission
2020-03-09,Bhutan,all,1,0,0,0,Imported cases only
2020-03-09,Bosnia and Herzegovina,all,2,0,0,0,Local transmission
2020-03-09,Brazil,all,25,0,6,0,Local transmission
2020-03-09,Bulgaria,all,4,0,2,0,Local transmission
2020-03-09,Cambodia,all,2,0,0,0,Local transmission
2020-03-09,Cameroon,all,2,0,0,0,Local transmission
2020-03-09,Canada,all,62,0,5,0,Local transmission
2020-03-09,Chile,all,10,0,5,0,Local transmission
2020-03-09,Colombia,all,1,0,0,0,Imported cases only
2020-03-09,Costa Rica,all,9,0,4,0,Local transmission
2020-03-09,Croatia,all,11,0,0,0,Local transmission
2020-03-09,Czechia,all,32,0,6,0,Local transmission
2020-03-09,Denmark,all,36,0,5,0,Local transmission
2020-03-09,Dominican Republic,all,1,0,0,0,Imported cases only
2020-03-09,Ecuador,all,15,0,1,0,Local transmission
2020-03-09,Egypt,all,55,1,7,1,Local transmission
2020-03-09,Estonia,all,10,0,0,0,Imported cases only
2020-03-09,Faroe Islands,all,2,0,1,0,Imported cases only
2020-03-09,Finland,all,30,0,11,0,Local transmission
2020-03-09,France,all,1116,19,410,9,Local transmission
2020-03-09,French Guiana,all,5,0,0,0,Imported cases only
2020-03-09,Georgia,all,13,0,1,0,Imported cases only
2020-03-09,Germany,all,1112,0,317,0,Local transmission
2020-03-09,Gibraltar,all,1,0,0,0,Under investigation
2020-03-09,Greece,all,73,0,7,0,Local transmission
2020-03-09,Holy See,all,1,0,0,0,Under investigation
2020-03-09,Hungary,all,9,0,2,0,Local transmission
2020-03-09,Iceland,all,55,0,10,0,Local transmission
2020-03-09,India,all,43,0,9,0,Local transmission
2020-03-09,Indonesia,all,6,0,2,0,Local transmission
2020-03-09,Iran,all,6566,194,743,49,Local transmission
2020-03-09,Iraq,all,60,6,6,2,Local transmission
2020-03-09,Ireland,all,21,0,2,0,Local transmission
2020-03-09,Israel,all,39,0,14,0,Local transmission
2020-03-09,Italy,all,7375,366,1492,132,Local transmission
2020-03-09,Japan,all,488,7,33,1,Local transmission
2020-03-09,Jordan,all,1,0,0,0,Imported cases only
2020-03-09,Kuwait,all,64,0,2,0,Imported cases only
2020-03-09,Latvia,all,3,0,2,0,Imported cases only
2020-03-09,Lebanon,all,32,0,4,0,Local transmission
2020-03-09,Liechtenstein,all,1,0,0,0,Imported cases only
2020-03-09,Lithuania,all,1,0,0,0,Imported cases only
2020-03-09,Luxembourg,all,2,0,0,0,Imported cases only
2020-03-09,Malaysia,all,93,0,0,0,Local transmission
2020-03-09,Maldives,all,4,0,2,0,Local transmission
2020-03-09,Malta,all,3,0,0,0,Imported cases only
2020-03-09,Martinique,all,2,0,0,0,Imported cases only
2020-03-09,Mexico,all,7,0,0,0,Imported cases only
2020-03-09,Monaco,all,1,0,0,0,Under investigation
2020-03-09,Morocco,all,2,0,0,0,Imported cases only
2020-03-09,Nepal,all,1,0,0,0,Imported cases only
2020-03-09,Netherlands,all,265,3,77,2,Local transmission
2020-03-09,New Zealand,all,5,0,0,0,Local transmission
2020-03-09,Nigeria,all,2,0,1,0,Imported cases only
2020-03-09,North Macedonia,all,3,0,0,0,Imported cases only
2020-03-09,Norway,all,169,0,22,0,Local transmission
2020-03-09,Oman,all,16,0,0,0,Imported cases only
2020-03-09,Pakistan,all,6,0,1,0,Imported cases only
2020-03-09,Palestine,all,19,0,3,0,Local transmission
2020-03-09,Paraguay,all,1,0,1,0,Imported cases only
2020-03-09,Peru,all,6,0,0,0,Local transmission
2020-03-09,Philippines,all,10,1,4,0,Local transmission
2020-03-09,Poland,all,11,0,5,0,Imported cases only
2020-03-09,Portugal,all,30,0,9,0,Local transmission
2020-03-09,Qatar,all,15,0,3,0,Imported cases only
2020-03-09,Republic of Moldova,all,1,0,0,0,Imported cases only
2020-03-09,Romania,all,15,0,2,0,Local transmission
2020-03-09,Russia,all,7,0,0,0,Imported cases only
2020-03-09,Saint Barthelemy,all,1,0,0,0,Under investigation
2020-03-09,Saint Martin,all,2,0,0,0,Under investigation
2020-03-09,San Marino,all,37,1,10,0,Local transmission
2020-03-09,Saudi Arabia,all,15,0,8,0,Imported cases only
2020-03-09,Senegal,all,4,0,0,0,Imported cases only
2020-03-09,Serbia,all,1,0,0,0,Under investigation
2020-03-09,Singapore,all,150,0,12,0,Local transmission
2020-03-09,Slovakia,all,5,0,2,0,Local transmission
2020-03-09,Slovenia,all,16,0,4,0,Local transmission
2020-03-09,South Africa,all,3,0,1,0,Imported cases only
2020-03-09,South Korea,all,7382,51,248,1,Local transmission
2020-03-09,Spain,all,589,10,159,5,Local transmission
2020-03-09,Sri Lanka,all,1,0,0,0,Imported cases only
2020-03-09,Sweden,all,203,0,42,0,Local transmission
2020-03-09,Switzerland,all,332,2,68,0,Local transmission
2020-03-09,Thailand,all,50,1,0,0,Local transmission
2020-03-09,Togo,all,1,0,0,0,Imported cases only
2020-03-09,Tunisia,all,2,0,1,0,Imported cases only
2020-03-09,UK,all,277,2,67,0,Local transmission
2020-03-09,Ukraine,all,1,0,0,0,Imported cases only
2020-03-09,United Arab Emirates,all,45,0,0,0,Local transmission
2020-03-09,USA,all,213,11,0,0,Local transmission
2020-03-09,Vietnam,all,30,0,9,0,Local transmission
2020-03-10,Afghanistan,all,4,0,0,0,Imported cases only
2020-03-10,Albania,all,2,0,0,0,Imported cases only
2020-03-10,Algeria,all,20,0,0,0,Local transmission
2020-03-10,Andorra,all,1,0,0,0,Imported cases only
2020-03-10,Argentina,all,12,1,0,0,Imported cases only
2020-03-10,Armenia,all,1,0,0,0,Imported cases only
2020-03-10,Australia,all,92,3,15,0,Local transmission
2020-03-10,Austria,all,131,0,19,0,Local transmission
2020-03-10,Azerbaijan,all,9,0,0,0,Imported cases only
2020-03-10,Bahrain,all,109,0,30,0,Local transmission
2020-03-10,Bangladesh,all,3,0,0,0,Local transmission
2020-03-10,Belarus,all,6,0,0,0,Local transmission
2020-03-10,Belgium,all,239,0,39,0,Local transmission
2020-03-10,Bhutan,all,1,0,0,0,Imported cases only
2020-03-10,Bosnia and Herzegovina,all,2,0,0,0,Local transmission
2020-03-10,Brazil,all,25,0,0,0,Local transmission
2020-03-10,Brunei Darussalam,all,1,0,1,0,Imported cases only
2020-03-10,Bulgaria,all,4,0,0,0,Local transmission
2020-03-10,Cambodia,all,2,0,0,0,Local transmission
2020-03-10,Cameroon,all,2,0,0,0,Local transmission
2020-03-10,Canada,all,77,0,15,0,Local transmission
2020-03-10,Chile,all,13,0,3,0,Local transmission
2020-03-10,Colombia,all,3,0,2,0,Imported cases only
2020-03-10,Costa Rica,all,9,0,0,0,Local transmission
2020-03-10,Croatia,all,12,0,1,0,Local transmission
2020-03-10,Cyprus,all,2,0,2,0,Imported cases only
2020-03-10,Czechia,all,38,0,6,0,Local transmission
2020-03-10,Denmark,all,90,0,54,0,Local transmission
2020-03-10,Dominican Republic,all,5,0,4,0,Imported cases only
2020-03-10,Ecuador,all,15,0,0,0,Local transmission
2020-03-10,Egypt,all,59,1,4,0,Local transmission
2020-03-10,Estonia,all,10,0,0,0,Imported cases only
2020-03-10,Faroe Islands,all,2,0,0,0,Imported cases only
2020-03-10,Finland,all,40,0,10,0,Local transmission
2020-03-10,France,all,1402,30,286,11,Local transmission
2020-03-10,French Guiana,all,5,0,0,0,Imported cases only
2020-03-10,Georgia,all,15,0,2,0,Imported cases only
2020-03-10,Germany,all,1139,2,27,2,Local transmission
2020-03-10,Gibraltar,all,1,0,0,0,Under investigation
2020-03-10,Greece,all,73,0,0,0,Local transmission
2020-03-10,Guernsey,all,1,0,1,0,Imported cases only
2020-03-10,Holy See,all,1,0,0,0,Under investigation
2020-03-10,Hungary,all,9,0,0,0,Local transmission
2020-03-10,Iceland,all,55,0,0,0,Local transmission
2020-03-10,India,all,44,0,1,0,Local transmission
2020-03-10,Indonesia,all,19,0,13,0,Local transmission
2020-03-10,Iran,all,7161,237,595,43,Local transmission
2020-03-10,Iraq,all,61,6,1,0,Local transmission
2020-03-10,Ireland,all,24,0,3,0,Local transmission
2020-03-10,Israel,all,39,0,0,0,Local transmission
2020-03-10,Italy,all,9172,463,1797,97,Local transmission
2020-03-10,Japan,all,514,9,26,2,Local transmission
2020-03-10,Jordan,all,1,0,0,0,Imported cases only
2020-03-10,Kuwait,all,65,0,1,0,Imported cases only
2020-03-10,Latvia,all,6,0,3,0,Imported cases only
2020-03-10,Lebanon,all,41,0,9,0,Local transmission
2020-03-10,Liechtenstein,all,1,0,0,0,Imported cases only
2020-03-10,Lithuania,all,1,0,0,0,Imported cases only
2020-03-10,Luxembourg,all,5,0,3,0,Imported cases only
2020-03-10,Malaysia,all,117,0,24,0,Local transmission
2020-03-10,Maldives,all,4,0,0,0,Local transmission
2020-03-10,Malta,all,4,0,1,0,Imported cases only
2020-03-10,Martinique,all,2,0,0,0,Imported cases only
2020-03-10,Mexico,all,7,0,0,0,Imported cases only
2020-03-10,Monaco,all,1,0,0,0,Under investigation
2020-03-10,Mongolia,all,1,0,1,0,Imported cases only
2020-03-10,Morocco,all,2,0,0,0,Imported cases only
2020-03-10,Nepal,all,1,0,0,0,Imported cases only
2020-03-10,Netherlands,all,321,3,56,0,Local transmission
2020-03-10,New Zealand,all,5,0,0,0,Local transmission
2020-03-10,Nigeria,all,2,0,0,0,Imported cases only
2020-03-10,North Macedonia,all,7,0,4,0,Local transmission
2020-03-10,Norway,all,192,0,23,0,Local transmission
2020-03-10,Oman,all,18,0,2,0,Imported cases only
2020-03-10,Pakistan,all,16,0,10,0,Local transmission
2020-03-10,Palestine,all,26,0,7,0,Local transmission
2020-03-10,Panama,all,1,0,1,0,Imported cases only
2020-03-10,Paraguay,all,1,0,0,0,Imported cases only
2020-03-10,Peru,all,9,0,3,0,Local transmission
2020-03-10,Philippines,all,33,1,23,0,Local transmission
2020-03-10,Poland,all,16,0,5,0,Local transmission
2020-03-10,Portugal,all,30,0,0,0,Local transmission
2020-03-10,Qatar,all,18,0,3,0,Imported cases only
2020-03-10,Republic of Moldova,all,1,0,0,0,Imported cases only
2020-03-10,Romania,all,15,0,0,0,Local transmission
2020-03-10,Russia,all,7,0,0,0,Imported cases only
2020-03-10,Saint Barthelemy,all,1,0,0,0,Under investigation
2020-03-10,Saint Martin,all,2,0,0,0,Under investigation
2020-03-10,San Marino,all,49,2,12,1,Local transmission
2020-03-10,Saudi Arabia,all,15,0,0,0,Imported cases only
2020-03-10,Senegal,all,4,0,0,0,Imported cases only
2020-03-10,Serbia,all,1,0,0,0,Under investigation
2020-03-10,Singapore,all,160,0,10,0,Local transmission
