date,country,adm,n_cum_conf,n_cum_deaths,n_inc_conf,n_inc_deaths,class
2020-02-24,Sri Lanka,all,1,,,,
2020-02-24,Sweden,all,1,,,,
2020-02-24,Thailand,all,35,,,,
2020-02-24,UK,all,9,,,,
2020-02-24,United Arab Emirates,all,13,,,,
2020-02-24,USA,all,35,,,,
2020-02-24,Vietnam,all,16,,,,
2020-02-25,Afghanistan,all,1,,,,
2020-02-25,Australia,all,22,,,,
2020-02-25,Bahrain,all,8,,,,
2020-02-25,Belgium,all,1,,,,
2020-02-25,Cambodia,all,1,,,,
2020-02-25,Canada,all,10,,,,
2020-02-25,Egypt,all,1,,,,
2020-02-25,Finland,all,1,,,,
2020-02-25,France,all,12,,,,
2020-02-25,Germany,all,16,,,,
2020-02-25,India,all,3,,,,
2020-02-25,Iran,all,61,,,,
2020-02-25,Iraq,all,1,,,,
2020-02-25,Israel,all,2,,,,
2020-02-25,Italy,all,229,,,,
2020-02-25,Japan,all,157,,,,
2020-02-25,Kuwait,all,8,,,,
2020-02-25,Lebanon,all,1,,,,
2020-02-25,Malaysia,all,22,,,,
2020-02-25,Nepal,all,1,,,,
2020-02-25,Oman,all,2,,,,
2020-02-25,Philippines,all,3,,,,
2020-02-25,Russia,all,2,,,,
2020-02-25,Singapore,all,90,,,,
2020-02-25,South Korea,all,977,,,,
2020-02-25,Spain,all,2,,,,
2020-02-25,Sri Lanka,all,1,,,,
2020-02-25,Sweden,all,1,,,,
2020-02-25,Thailand,all,37,,,,
2020-02-25,UK,all,13,,,,
2020-02-25,United Arab Emirates,all,13,,,,
2020-02-25,USA,all,53,,,,
2020-02-25,Vietnam,all,16,,,,
2020-02-26,Afghanistan,all,1,,,,
2020-02-26,Algeria,all,1,,,,
2020-02-26,Australia,all,23,,,,
2020-02-26,Austria,all,2,,,,
2020-02-26,Bahrain,all,26,,,,
2020-02-26,Belgium,all,1,,,,
2020-02-26,Cambodia,all,1,,,,
2020-02-26,Canada,all,10,,,,
2020-02-26,Croatia,all,2,,,,
2020-02-26,Egypt,all,1,,,,
2020-02-26,Finland,all,1,,,,
2020-02-26,France,all,12,,,,
2020-02-26,Germany,all,18,,,,
2020-02-26,India,all,3,,,,
2020-02-26,Iran,all,95,,,,
2020-02-26,Iraq,all,5,,,,
2020-02-26,Israel,all,2,,,,
2020-02-26,Italy,all,322,,,,
2020-02-26,Japan,all,164,,,,
2020-02-26,Kuwait,all,12,,,,
2020-02-26,Lebanon,all,1,,,,
2020-02-26,Malaysia,all,22,,,,
2020-02-26,Nepal,all,1,,,,
2020-02-26,Oman,all,4,,,,
2020-02-26,Philippines,all,3,,,,
2020-02-26,Russia,all,2,,,,
2020-02-26,Singapore,all,92,,,,
2020-02-26,South Korea,all,1261,,,,
2020-02-26,Spain,all,2,,,,
2020-02-26,Sri Lanka,all,1,,,,
2020-02-26,Sweden,all,1,,,,
2020-02-26,Switzerland,all,1,,,,
2020-02-26,Thailand,all,40,,,,
2020-02-26,UK,all,13,,,,
2020-02-26,United Arab Emirates,all,13,,,,
2020-02-26,USA,all,53,,,,
2020-02-26,Vietnam,all,16,,,,
2020-02-27,Afghanistan,all,1,,,,
2020-02-27,Algeria,all,1,,,,
2020-02-27,Australia,all,23,,,,
2020-02-27,Austria,all,2,,,,
2020-02-27,Bahrain,all,33,,,,
2020-02-27,Belgium,all,1,,,,
2020-02-27,Brazil,all,1,,,,
2020-02-27,Cambodia,all,1,,,,
2020-02-27,Canada,all,11,,,,
2020-02-27,Croatia,all,3,,,,
2020-02-27,Denmark,all,1,,,,
2020-02-27,Egypt,all,1,,,,
2020-02-27,Estonia,all,1,,,,
2020-02-27,Finland,all,2,,,,
2020-02-27,France,all,18,,,,
2020-02-27,Georgia,all,1,,,,
2020-02-27,Germany,all,21,,,,
2020-02-27,Greece,all,1,,,,
2020-02-27,India,all,3,,,,
2020-02-27,Iran,all,141,,,,
2020-02-27,Iraq,all,6,,,,
2020-02-27,Israel,all,2,,,,
2020-02-27,Italy,all,400,,,,
2020-02-27,Japan,all,186,,,,
2020-02-27,Kuwait,all,43,,,,
2020-02-27,Lebanon,all,2,,,,
2020-02-27,Malaysia,all,22,,,,
2020-02-27,Nepal,all,1,,,,
2020-02-27,North Macedonia,all,1,,,,
2020-02-27,Norway,all,1,,,,
2020-02-27,Oman,all,4,,,,
2020-02-27,Pakistan,all,2,,,,
2020-02-27,Philippines,all,3,,,,
2020-02-27,Romania,all,1,,,,
2020-02-27,Russia,all,2,,,,
2020-02-27,Singapore,all,93,,,,
2020-02-27,South Korea,all,1766,,,,
2020-02-27,Spain,all,12,,,,
2020-02-27,Sri Lanka,all,1,,,,
2020-02-27,Sweden,all,2,,,,
2020-02-27,Switzerland,all,1,,,,
2020-02-27,Thailand,all,40,,,,
2020-02-27,UK,all,13,,,,
2020-02-27,United Arab Emirates,all,13,,,,
2020-02-27,USA,all,59,,,,
2020-02-27,Vietnam,all,16,,,,
2020-02-28,Afghanistan,all,1,,,,
2020-02-28,Algeria,all,1,,,,
2020-02-28,Australia,all,23,,,,
2020-02-28,Austria,all,4,,,,
2020-02-28,Bahrain,all,33,,,,
2020-02-28,Belarus,all,1,,,,
2020-02-28,Belgium,all,1,,,,
2020-02-28,Brazil,all,1,,,,
2020-02-28,Cambodia,all,1,,,,
2020-02-28,Canada,all,11,,,,
2020-02-28,Croatia,all,3,,,,
2020-02-28,Denmark,all,1,,,,
2020-02-28,Egypt,all,1,,,,
2020-02-28,Estonia,all,1,,,,
2020-02-28,Finland,all,2,,,,
2020-02-28,France,all,38,,,,
2020-02-28,Georgia,all,1,,,,
2020-02-28,Germany,all,26,,,,
2020-02-28,Greece,all,3,,,,
2020-02-28,India,all,3,,,,
2020-02-28,Iran,all,245,,,,
2020-02-28,Iraq,all,7,,,,
2020-02-28,Israel,all,3,,,,
2020-02-28,Italy,all,650,,,,
2020-02-28,Japan,all,210,,,,
2020-02-28,Kuwait,all,43,,,,
2020-02-28,Lebanon,all,2,,,,
2020-02-28,Lithuania,all,1,,,,
2020-02-28,Malaysia,all,24,,,,
2020-02-28,Nepal,all,1,,,,
2020-02-28,Netherlands,all,1,,,,
2020-02-28,New Zealand,all,1,,,,
2020-02-28,Nigeria,all,1,,,,
2020-02-28,North Macedonia,all,1,,,,
2020-02-28,Norway,all,4,,,,
2020-02-28,Oman,all,6,,,,
2020-02-28,Pakistan,all,2,,,,
2020-02-28,Philippines,all,3,,,,
2020-02-28,Romania,all,1,,,,
2020-02-28,Russia,all,2,,,,
2020-02-28,Singapore,all,96,,,,
2020-02-28,South Korea,all,2337,,,,
2020-02-28,Spain,all,25,,,,
2020-02-28,Sri Lanka,all,1,,,,
2020-02-28,Sweden,all,7,,,,
2020-02-28,Switzerland,all,6,,,,
2020-02-28,Thailand,all,40,,,,
2020-02-28,UK,all,16,,,,
2020-02-28,United Arab Emirates,all,19,,,,
2020-02-28,USA,all,59,,,,
2020-02-28,Vietnam,all,16,,,,
2020-02-29,Afghanistan,all,1,,,,
2020-02-29,Algeria,all,1,,,,
2020-02-29,Australia,all,24,,,,
2020-02-29,Austria,all,5,,,,
2020-02-29,Bahrain,all,38,,,,
2020-02-29,Belarus,all,1,,,,
2020-02-29,Belgium,all,1,,,,
2020-02-29,Brazil,all,1,,,,
2020-02-29,Cambodia,all,1,,,,
2020-02-29,Canada,all,14,,,,
2020-02-29,Croatia,all,5,,,,
2020-02-29,Denmark,all,2,,,,
2020-02-29,Egypt,all,1,,,,
2020-02-29,Estonia,all,1,,,,
2020-02-29,Finland,all,2,,,,
2020-02-29,France,all,57,,,,
2020-02-29,Georgia,all,2,,,,
2020-02-29,Germany,all,57,,,,
2020-02-29,Greece,all,3,,,,
2020-02-29,India,all,3,,,,
2020-02-29,Iran,all,388,,,,
2020-02-29,Iraq,all,8,,,,
2020-02-29,Israel,all,5,,,,
2020-02-29,Italy,all,888,,,,
2020-02-29,Japan,all,230,,,,
2020-02-29,Kuwait,all,45,,,,
2020-02-29,Lebanon,all,2,,,,
2020-02-29,Lithuania,all,1,,,,
2020-02-29,Malaysia,all,24,,,,
2020-02-29,Mexico,all,2,,,,
2020-02-29,Nepal,all,1,,,,
2020-02-29,Netherlands,all,2,,,,
2020-02-29,New Zealand,all,1,,,,
2020-02-29,Nigeria,all,1,,,,
2020-02-29,North Macedonia,all,1,,,,
2020-02-29,Norway,all,6,,,,
2020-02-29,Oman,all,6,,,,
2020-02-29,Pakistan,all,2,,,,
2020-02-29,Philippines,all,3,,,,
2020-02-29,Romania,all,3,,,,
2020-02-29,Russia,all,2,,,,
2020-02-29,San Marino,all,1,,,,
2020-02-29,Singapore,all,98,,,,
2020-02-29,South Korea,all,3150,,,,
2020-02-29,Spain,all,32,,,,
2020-02-29,Sri Lanka,all,1,,,,
2020-02-29,Sweden,all,12,,,,
2020-02-29,Switzerland,all,10,,,,
2020-02-29,Thailand,all,42,,,,
2020-02-29,UK,all,20,,,,
2020-02-29,United Arab Emirates,all,19,,,,
2020-02-29,USA,all,62,,,,
2020-02-29,Vietnam,all,16,,,,
2020-03-01,Afghanistan,all,1,0,,,
2020-03-01,Algeria,all,1,0,,,
2020-03-01,Australia,all,25,0,,,
2020-03-01,Austria,all,10,0,,,
2020-03-01,Azerbaijan,all,3,0,,,
2020-03-01,Bahrain,all,40,0,,,
2020-03-01,Belarus,all,1,0,,,
2020-03-01,Belgium,all,1,0,,,
2020-03-01,Brazil,all,2,0,,,
2020-03-01,Cambodia,all,1,0,,,
2020-03-01,Canada,all,19,0,,,
2020-03-01,Croatia,all,7,0,,,
2020-03-01,Denmark,all,3,0,,,
2020-03-01,Ecuador,all,1,0,,,
2020-03-01,Egypt,all,1,0,,,
2020-03-01,Estonia,all,1,0,,,
2020-03-01,Finland,all,2,0,,,
2020-03-01,France,all,100,2,,,
2020-03-01,Georgia,all,3,0,,,
2020-03-01,Germany,all,57,0,,,
2020-03-01,Greece,all,3,0,,,
2020-03-01,India,all,3,0,,,
2020-03-01,Iran,all,593,43,,,
2020-03-01,Iraq,all,13,0,,,
2020-03-01,Ireland,all,1,0,,,
2020-03-01,Israel,all,7,0,,,
2020-03-01,Italy,all,1128,29,,,
2020-03-01,Japan,all,239,5,,,
2020-03-01,Kuwait,all,45,0,,,
2020-03-01,Lebanon,all,2,0,,,
2020-03-01,Lithuania,all,1,0,,,
2020-03-01,Malaysia,all,24,0,,,
2020-03-01,Mexico,all,2,0,,,
2020-03-01,Monaco,all,1,0,,,
2020-03-01,Nepal,all,1,0,,,
2020-03-01,Netherlands,all,7,0,,,
2020-03-01,New Zealand,all,1,0,,,
2020-03-01,Nigeria,all,1,0,,,
2020-03-01,North Macedonia,all,1,0,,,
2020-03-01,Norway,all,15,0,,,
2020-03-01,Oman,all,6,0,,,
2020-03-01,Pakistan,all,4,0,,,
2020-03-01,Philippines,all,3,1,,,
2020-03-01,Qatar,all,1,0,,,
2020-03-01,Romania,all,3,0,,,
2020-03-01,Russia,all,2,0,,,
2020-03-01,San Marino,all,1,0,,,
2020-03-01,Singapore,all,102,0,,,
2020-03-01,South Korea,all,3736,18,,,
2020-03-01,Spain,all,45,0,,,
2020-03-01,Sri Lanka,all,1,0,,,
2020-03-01,Sweden,all,13,0,,,
2020-03-01,Switzerland,all,18,0,,,
2020-03-01,Thailand,all,42,0,,,
2020-03-01,UK,all,23,0,,,
2020-03-01,United Arab Emirates,all,19,0,,,
2020-03-01,USA,all,62,0,,,
2020-03-01,Vietnam,all,16,0,,,
2020-03-02,Afghanistan,all,1,0,0,0,Imported cases only
2020-03-02,Algeria,all,1,0,0,0,Imported cases only
2020-03-02,Armenia,all,1,0,1,0,Imported cases only
2020-03-02,Australia,all,27,1,2,1,Local transmission
2020-03-02,Austria,all,10,0,0,0,Imported cases only
2020-03-02,Azerbaijan,all,3,0,0,0,Imported cases only
2020-03-02,Bahrain,all,47,0,7,0,Imported cases only
2020-03-02,Belarus,all,1,0,0,0,Imported cases only
2020-03-02,Belgium,all,1,0,0,0,Imported cases only
2020-03-02,Brazil,all,2,0,0,0,Imported cases only
2020-03-02,Cambodia,all,1,0,0,0,Imported cases only
2020-03-02,Canada,all,19,0,0,0,Local transmission
2020-03-02,Croatia,all,7,0,0,0,Local transmission
2020-03-02,Czechia,all,3,0,3,0,Imported cases only
2020-03-02,Denmark,all,4,0,1,0,Local transmission
2020-03-02,Dominican Republic,all,1,0,1,0,Imported cases only
2020-03-02,Ecuador,all,1,0,0,0,Local transmission
2020-03-02,Egypt,all,2,0,1,0,Imported cases only
2020-03-02,Estonia,all,1,0,0,0,Imported cases only
2020-03-02,Finland,all,6,0,4,0,Local transmission
2020-03-02,France,all,100,2,0,0,Local transmission
2020-03-02,Georgia,all,3,0,0,0,Imported cases only
2020-03-02,Germany,all,129,0,72,0,Local transmission
2020-03-02,Greece,all,7,0,4,0,Local transmission
2020-03-02,Iceland,all,2,0,2,0,Imported cases only
2020-03-02,India,all,3,0,0,0,Imported cases only
2020-03-02,Indonesia,all,2,0,2,0,Local transmission
2020-03-02,Iran,all,978,54,385,11,Local transmission
2020-03-02,Iraq,all,19,0,6,0,Imported cases only
2020-03-02,Ireland,all,1,0,0,0,Imported cases only
2020-03-02,Israel,all,7,0,0,0,Imported cases only
2020-03-02,Italy,all,1689,35,561,6,Local transmission
2020-03-02,Japan,all,254,6,15,1,Local transmission
2020-03-02,Kuwait,all,56,0,11,0,Imported cases only
2020-03-02,Lebanon,all,10,0,1,0,Imported cases only
2020-03-02,Lithuania,all,1,0,0,0,Imported cases only
2020-03-02,Luxembourg,all,1,0,1,0,Imported cases only
2020-03-02,Malaysia,all,24,0,0,0,Local transmission
2020-03-02,Mexico,all,5,0,3,0,Imported cases only
2020-03-02,Monaco,all,1,0,0,0,Under investigation
2020-03-02,Nepal,all,1,0,0,0,Imported cases only
2020-03-02,Netherlands,all,13,0,6,0,Local transmission
2020-03-02,New Zealand,all,1,0,0,0,Imported cases only
2020-03-02,Nigeria,all,1,0,0,0,Imported cases only
2020-03-02,North Macedonia,all,1,0,0,0,Imported cases only
2020-03-02,Norway,all,19,0,4,0,Local transmission
2020-03-02,Oman,all,6,0,0,0,Imported cases only
2020-03-02,Pakistan,all,4,0,0,0,Imported cases only
2020-03-02,Philippines,all,3,1,0,0,Imported cases only
2020-03-02,Qatar,all,3,0,2,0,Imported cases only
2020-03-02,Romania,all,3,0,0,0,Imported cases only
2020-03-02,Russia,all,2,0,0,0,Imported cases only
2020-03-02,San Marino,all,1,0,0,0,Local transmission
2020-03-02,Singapore,all,106,0,4,0,Local transmission
2020-03-02,South Korea,all,4212,22,476,4,Local transmission
2020-03-02,Spain,all,45,0,0,0,Local transmission
2020-03-02,Sri Lanka,all,1,0,0,0,Imported cases only
2020-03-02,Sweden,all,14,0,1,0,Imported cases only
2020-03-02,Switzerland,all,24,0,6,0,Local transmission
2020-03-02,Thailand,all,42,1,0,1,Local transmission
2020-03-02,UK,all,36,0,13,0,Local transmission
2020-03-02,United Arab Emirates,all,21,0,2,0,Local transmission
2020-03-02,USA,all,62,0,0,0,Local transmission
2020-03-02,Vietnam,all,16,0,0,0,Local transmission
2020-03-03,Afghanistan,all,1,0,0,0,Imported cases only
2020-03-03,Algeria,all,5,0,4,0,Local transmission
2020-03-03,Andorra,all,1,0,1,0,Imported cases only
2020-03-03,Armenia,all,1,0,0,0,Imported cases only
2020-03-03,Australia,all,33,1,6,0,Local transmission
2020-03-03,Austria,all,18,0,8,0,Imported cases only
2020-03-03,Azerbaijan,all,3,0,0,0,Imported cases only
2020-03-03,Bahrain,all,49,0,2,0,Imported cases only
2020-03-03,Belarus,all,1,0,0,0,Imported cases only
2020-03-03,Belgium,all,8,0,7,0,Imported cases only
2020-03-03,Brazil,all,2,0,0,0,Imported cases only
2020-03-03,Cambodia,all,1,0,0,0,Imported cases only
2020-03-03,Canada,all,27,0,8,0,Local transmission
2020-03-03,Croatia,all,9,0,2,0,Local transmission
2020-03-03,Czechia,all,3,0,0,0,Imported cases only
2020-03-03,Denmark,all,5,0,1,0,Local transmission
2020-03-03,Dominican Republic,all,1,0,0,0,Imported cases only
2020-03-03,Ecuador,all,6,0,5,0,Local transmission
2020-03-03,Egypt,all,2,0,0,0,Imported cases only
2020-03-03,Estonia,all,1,0,0,0,Imported cases only
2020-03-03,Finland,all,7,0,1,0,Local transmission
2020-03-03,France,all,191,3,91,1,Local transmission
2020-03-03,Georgia,all,3,0,0,0,Imported cases only
2020-03-03,Germany,all,157,0,28,0,Local transmission
2020-03-03,Greece,all,7,0,0,0,Local transmission
2020-03-03,Iceland,all,9,0,7,0,Imported cases only
2020-03-03,India,all,5,0,2,0,Imported cases only
2020-03-03,Indonesia,all,2,0,0,0,Local transmission
2020-03-03,Iran,all,1501,66,523,12,Local transmission
2020-03-03,Iraq,all,26,0,7,0,Imported cases only
2020-03-03,Ireland,all,1,0,0,0,Imported cases only
2020-03-03,Israel,all,10,0,3,0,Local transmission
2020-03-03,Italy,all,2036,52,347,17,Local transmission
2020-03-03,Japan,all,268,6,14,0,Local transmission
2020-03-03,Jordan,all,1,0,1,0,Imported cases only
2020-03-03,Kuwait,all,56,0,0,0,Imported cases only
2020-03-03,Latvia,all,1,0,1,0,Imported cases only
2020-03-03,Lebanon,all,13,0,3,0,Local transmission
2020-03-03,Lithuania,all,1,0,0,0,Imported cases only
2020-03-03,Luxembourg,all,1,0,0,0,Imported cases only
2020-03-03,Malaysia,all,29,0,5,0,Local transmission
2020-03-03,Mexico,all,5,0,0,0,Imported cases only
2020-03-03,Monaco,all,1,0,0,0,Under investigation
2020-03-03,Morocco,all,1,0,1,0,Imported cases only
2020-03-03,Nepal,all,1,0,0,0,Imported cases only
2020-03-03,Netherlands,all,18,0,5,0,Local transmission
2020-03-03,New Zealand,all,2,0,1,0,Imported cases only
2020-03-03,Nigeria,all,1,0,0,0,Imported cases only
2020-03-03,North Macedonia,all,1,0,0,0,Imported cases only
2020-03-03,Norway,all,25,0,6,0,Local transmission
2020-03-03,Oman,all,6,0,0,0,Imported cases only
2020-03-03,Pakistan,all,5,0,1,0,Imported cases only
2020-03-03,Philippines,all,3,1,0,0,Imported cases only
2020-03-03,Portugal,all,2,0,2,0,Imported cases only
2020-03-03,Qatar,all,7,0,4,0,Imported cases only
2020-03-03,Romania,all,3,0,0,0,Imported cases only
2020-03-03,Russia,all,3,0,1,0,Imported cases only
2020-03-03,San Marino,all,8,0,7,0,Local transmission
2020-03-03,Saudi Arabia,all,1,0,1,0,Imported cases only
2020-03-03,Senegal,all,1,0,1,0,Imported cases only
2020-03-03,Singapore,all,108,0,2,0,Local transmission
2020-03-03,South Korea,all,4812,28,600,6,Local transmission
2020-03-03,Spain,all,114,0,69,0,Local transmission
2020-03-03,Sri Lanka,all,1,0,0,0,Imported cases only
2020-03-03,Sweden,all,15,0,1,0,Local transmission
2020-03-03,Switzerland,all,30,0,6,0,Local transmission
2020-03-03,Thailand,all,43,1,1,0,Local transmission
2020-03-03,Tunisia,all,1,0,1,0,Imported cases only
2020-03-03,UK,all,39,0,3,0,Local transmission
2020-03-03,USA,all,64,2,2,2,Local transmission
2020-03-03,Vietnam,all,16,0,0,0,Local transmission
2020-03-04,Afghanistan,all,1,0,0,0,Imported cases only
2020-03-04,Algeria,all,5,0,0,0,Local transmission
2020-03-04,Andorra,all,1,0,0,0,Imported cases only
2020-03-04,Argentina,all,1,0,1,0,Imported cases only
2020-03-04,Armenia,all,1,0,0,0,Imported cases only
2020-03-04,Australia,all,43,1,10,0,Local transmission
2020-03-04,Austria,all,24,0,6,0,Imported cases only
2020-03-04,Azerbaijan,all,3,0,0,0,Imported cases only
2020-03-04,Bahrain,all,49,0,0,0,Imported cases only
2020-03-04,Belarus,all,1,0,0,0,Imported cases only
2020-03-04,Belgium,all,8,0,0,0,Imported cases only
2020-03-04,Brazil,all,2,0,0,0,Imported cases only
2020-03-04,Cambodia,all,1,0,0,0,Imported cases only
2020-03-04,Canada,all,30,0,3,0,Local transmission
2020-03-04,Chile,all,1,0,1,0,Imported cases only
2020-03-04,Croatia,all,9,0,1,0,Local transmission
2020-03-04,Czechia,all,5,0,2,0,Imported cases only
2020-03-04,Denmark,all,8,0,3,0,Local transmission
2020-03-04,Dominican Republic,all,1,0,0,0,Imported cases only
2020-03-04,Ecuador,all,7,0,1,0,Local transmission
2020-03-04,Egypt,all,2,0,0,0,Imported cases only
2020-03-04,Estonia,all,2,0,1,0,Imported cases only
2020-03-04,Finland,all,7,0,0,0,Local transmission
2020-03-04,France,all,212,4,21,1,Local transmission
2020-03-04,Georgia,all,3,0,0,0,Imported cases only
2020-03-04,Germany,all,196,0,39,0,Local transmission
2020-03-04,Greece,all,7,0,0,0,Local transmission
2020-03-04,Iceland,all,16,0,7,0,Imported cases only
2020-03-04,India,all,6,0,1,0,Imported cases only
2020-03-04,Indonesia,all,2,0,0,0,Local transmission
2020-03-04,Iran,all,2336,77,835,11,Local transmission
2020-03-04,Iraq,all,31,0,5,0,Imported cases only
2020-03-04,Ireland,all,2,0,1,0,Imported cases only
2020-03-04,Israel,all,12,0,2,0,Local transmission
2020-03-04,Italy,all,2502,80,466,28,Local transmission
2020-03-04,Japan,all,284,6,16,0,Local transmission
2020-03-04,Jordan,all,1,0,0,0,Imported cases only
2020-03-04,Kuwait,all,56,0,0,0,Imported cases only
2020-03-04,Latvia,all,1,0,0,0,Imported cases only
2020-03-04,Lebanon,all,13,0,0,0,Local transmission
2020-03-04,Lithuania,all,1,0,0,0,Imported cases only
2020-03-04,Luxembourg,all,1,0,0,0,Imported cases only
2020-03-04,Malaysia,all,50,0,21,0,Local transmission
2020-03-04,Mexico,all,5,0,0,0,Imported cases only
2020-03-04,Monaco,all,1,0,0,0,Under investigation
2020-03-04,Morocco,all,1,0,0,0,Imported cases only
2020-03-04,Nepal,all,1,0,0,0,Imported cases only
2020-03-04,Netherlands,all,28,0,10,0,Local transmission
2020-03-04,New Zealand,all,2,0,0,0,Imported cases only
2020-03-04,Nigeria,all,1,0,0,0,Imported cases only
2020-03-04,North Macedonia,all,1,0,0,0,Imported cases only
2020-03-04,Norway,all,32,0,7,0,Local transmission
2020-03-04,Oman,all,12,0,6,0,Imported cases only
2020-03-04,Pakistan,all,5,0,0,0,Imported cases only
2020-03-04,Philippines,all,3,1,0,0,Imported cases only
2020-03-04,Poland,all,1,0,1,0,Imported cases only
2020-03-04,Portugal,all,2,0,0,0,Imported cases only
2020-03-04,Qatar,all,8,0,1,0,Imported cases only
2020-03-04,Romania,all,4,0,1,0,Local transmission
2020-03-04,Russia,all,3,0,0,0,Imported cases only
2020-03-04,San Marino,all,8,0,0,0,Local transmission
2020-03-04,Saudi Arabia,all,1,0,0,0,Imported cases only
2020-03-04,Senegal,all,1,0,0,0,Imported cases only
2020-03-04,Singapore,all,110,0,2,0,Local transmission
2020-03-04,South Korea,all,5328,32,516,4,Local transmission
2020-03-04,Spain,all,151,0,37,0,Local transmission
2020-03-04,Sri Lanka,all,1,0,0,0,Imported cases only
2020-03-04,Sweden,all,24,0,9,0,Local transmission
2020-03-04,Switzerland,all,37,0,7,0,Local transmission
2020-03-04,Thailand,all,43,1,0,0,Local transmission
2020-03-04,Tunisia,all,1,0,0,0,Imported cases only
2020-03-04,UK,all,51,0,12,0,Local transmission
2020-03-04,Ukraine,all,1,0,1,0,Imported cases only
2020-03-04,United Arab Emirates,all,27,0,6,0,Local transmission
2020-03-04,USA,all,108,6,44,4,Local transmission
2020-03-04,Vietnam,all,16,0,0,0,Local transmission
2020-03-05,Afghanistan,all,1,0,0,0,Imported cases only
2020-03-05,Algeria,all,12,0,7,0,Local transmission
2020-03-05,Andorra,all,1,0,0,0,Imported cases only
2020-03-05,Argentina,all,1,0,0,0,Imported cases only
2020-03-05,Armenia,all,1,0,0,0,Imported cases only
2020-03-05,Australia,all,66,3,23,2,Local transmission
2020-03-05,Austria,all,37,0,13,0,Imported cases only
2020-03-05,Azerbaijan,all,3,0,0,0,Imported cases only
2020-03-05,Bahrain,all,49,0,0,0,Imported cases only
2020-03-05,Belarus,all,6,0,5,0,Local transmission
2020-03-05,Belgium,all,23,0,15,0,Local transmission
2020-03-05,Bosnia and Herzegovina,all,2,0,2,0,Local transmission
2020-03-05,Brazil,all,3,0,1,0,Imported cases only
2020-03-05,Cambodia,all,1,0,0,0,Imported cases only
2020-03-05,Canada,all,30,0,0,0,Local transmission
2020-03-05,Chile,all,1,0,0,0,Imported cases only
2020-03-05,Croatia,all,9,0,0,0,Local transmission
2020-03-05,Czechia,all,5,0,0,0,Imported cases only
2020-03-05,Denmark,all,10,0,2,0,Local transmission
2020-03-05,Dominican Republic,all,1,0,0,0,Imported cases only
2020-03-05,Ecuador,all,7,0,0,0,Local transmission
2020-03-05,Egypt,all,2,0,0,0,Imported cases only
2020-03-05,Estonia,all,2,0,0,0,Imported cases only
2020-03-05,Finland,all,7,0,0,0,Local transmission
2020-03-05,France,all,282,4,73,0,Local transmission
2020-03-05,Georgia,all,3,0,0,0,Imported cases only
2020-03-05,Germany,all,262,0,66,0,Local transmission
2020-03-05,Gibraltar,all,1,0,0,0,Imported cases only
2020-03-05,Greece,all,9,0,2,0,Local transmission
2020-03-05,Hungary,all,2,0,2,0,Imported cases only
2020-03-05,Iceland,all,26,0,10,0,Imported cases only
2020-03-05,India,all,29,0,23,0,Local transmission
2020-03-05,Indonesia,all,2,0,0,0,Local transmission
2020-03-05,Iran,all,2922,92,586,15,Local transmission
2020-03-05,Iraq,all,36,2,5,2,Imported cases only
2020-03-05,Ireland,all,2,0,0,0,Imported cases only
2020-03-05,Israel,all,15,0,3,0,Local transmission
2020-03-05,Italy,all,3089,107,587,27,Local transmission
2020-03-05,Japan,all,317,6,33,0,Local transmission
2020-03-05,Jordan,all,1,0,0,0,Imported cases only
2020-03-05,Kuwait,all,58,0,2,0,Imported cases only
2020-03-05,Latvia,all,1,0,0,0,Imported cases only
2020-03-05,Lebanon,all,13,0,0,0,Local transmission
2020-03-05,Liechtenstein,all,1,0,0,0,Imported cases only
2020-03-05,Lithuania,all,1,0,0,0,Imported cases only
2020-03-05,Luxembourg,all,1,0,0,0,Imported cases only
2020-03-05,Malaysia,all,50,0,0,0,Local transmission
2020-03-05,Mexico,all,5,0,0,0,Imported cases only
2020-03-05,Monaco,all,1,0,0,0,Under investigation
2020-03-05,Morocco,all,2,0,1,0,Imported cases only
2020-03-05,Nepal,all,1,0,0,0,Imported cases only
2020-03-05,Netherlands,all,38,0,10,0,Local transmission
2020-03-05,New Zealand,all,2,0,0,0,Imported cases only
2020-03-05,Nigeria,all,1,0,0,0,Imported cases only
2020-03-05,North Macedonia,all,1,0,0,0,Imported cases only
2020-03-05,Norway,all,56,0,23,0,Local transmission
2020-03-05,Oman,all,15,0,3,0,Imported cases only
2020-03-05,Pakistan,all,5,0,0,0,Imported cases only
2020-03-05,Palestine,all,4,0,4,0,Imported cases only
2020-03-05,Philippines,all,3,1,0,0,Imported cases only
2020-03-05,Poland,all,1,0,0,0,Imported cases only
2020-03-05,Portugal,all,7,0,5,0,Local transmission
2020-03-05,Qatar,all,8,0,0,0,Imported cases only
2020-03-05,Romania,all,4,0,0,0,Local transmission
2020-03-05,Russia,all,3,0,0,0,Imported cases only
2020-03-05,Saint Barthélemy,all,1,0,0,0,Under investigation
2020-03-05,Saint Martin,all,2,0,0,0,Under investigation
2020-03-05,San Marino,all,16,0,8,0,Local transmission
2020-03-05,Saudi Arabia,all,2,0,1,0,Imported cases only
2020-03-05,Senegal,all,4,0,3,0,Imported cases only
2020-03-05,Singapore,all,110,0,0,0,Local transmission
2020-03-05,Slovenia,all,1,0,1,0,Imported cases only
2020-03-05,South Korea,all,5766,35,438,3,Local transmission
