date,country,adm,n_cum_conf,n_cum_deaths,n_inc_conf,n_inc_sus,n_inc_deaths,population_E4,n_cum_clin,n_cum_tot,n_inc_clin,n_inc_tot
2/13/2020,China,Jiangsu,570,,,,,8051,,,,
2/13/2020,China,Jiangxi,872,,,,,4648,,,,
2/13/2020,China,Jilin,84,,,,,2704,,,,
2/13/2020,China,Liaoning,116,,,,,4359,,,,
2/13/2020,China,Macao SAR,10,,,,,66,,,,
2/13/2020,China,Ningxia,64,,,,,688,,,,
2/13/2020,China,Qinghai,18,,,,,603,,,,
2/13/2020,China,Shaanxi,229,,,,,3864,,,,
2/13/2020,China,Shandong,506,,,,,10047,,,,
2/13/2020,China,Shanghai,313,,,,,2424,,,,
2/13/2020,China,Shanxi,126,,,,,3718,,,,
2/13/2020,China,Sichuan,451,,,,,8341,,,,
2/13/2020,China,Taiwan,18,,,,,2359,,,,
2/13/2020,China,Tianjin,112,,,,,1560,,,,
2/13/2020,China,Xinjiang,63,,,,,2487,,,,
2/13/2020,China,Xizang,1,,,,,344,,,,
2/13/2020,China,Yunnan,155,,,,,4830,,,,
2/13/2020,China,Zhejiang,1145,,,,,5737,,,,
2/14/2020,China,all,48548,1381,1998,2450,121,142823,,11946,3095,5093
2/14/2020,China,Anhui,934,6,24,16,1,6324,,934,,24
2/14/2020,China,Beijing,372,3,6,54,0,2154,,372,,6
2/14/2020,China,Chongqing,529,4,11,138,1,3102,,529,,11
2/14/2020,China,Fujian,281,0,2,23,0,3941,,281,,2
2/14/2020,China,Gansu,90,2,3,0,0,2637,,90,,3
2/14/2020,China,Guangdong,1261,2,20,8,0,11346,,1261,,20
2/14/2020,China,Guangxi,226,2,4,79,0,4926,,226,,4
2/14/2020,China,Guizhou,140,1,5,16,0,3600,,140,,5
2/14/2020,China,Hainan,157,4,0,32,0,934,,157,,0
2/14/2020,China,Hebei,283,3,18,12,0,7556,,283,,18
2/14/2020,China,Heilongjiang,418,11,23,35,2,3773,,418,,23
2/14/2020,China,Henan,1184,11,15,207,1,9605,,1184,,15
2/14/2020,China,Hong Kong SAR,53,1,3,0,0,745,,53,,3
2/14/2020,China,Hubei,36602,1318,1728,1154,116,5917,,,3095,4823
2/14/2020,China,Hunan,988,2,20,53,0,6899,,988,,20
2/14/2020,China,Inner Mongolia,63,0,2,1,0,2534,,63,,2
2/14/2020,China,Jiangsu,593,0,23,14,0,8051,,593,,23
2/14/2020,China,Jiangxi,900,1,28,43,0,4648,,900,,28
2/14/2020,China,Jilin,86,1,2,10,0,2704,,86,,2
2/14/2020,China,Liaoning,117,1,1,66,0,4359,,117,,1
2/14/2020,China,Macao SAR,10,0,0,0,0,66,,10,,0
2/14/2020,China,Ningxia,67,0,3,5,0,688,,67,,3
2/14/2020,China,Qinghai,18,0,0,0,0,603,,18,,0
2/14/2020,China,Shaanxi,230,0,1,37,0,3864,,230,,1
2/14/2020,China,Shandong,519,2,13,37,0,10047,,519,,13
2/14/2020,China,Shanghai,318,1,5,81,0,2424,,318,,5
2/14/2020,China,Shanxi,126,0,0,24,0,3718,,126,,0
2/14/2020,China,Sichuan,463,1,12,77,0,8341,,463,,12
2/14/2020,China,Taiwan,18,0,0,0,0,2359,,18,,0
2/14/2020,China,Tianjin,119,3,7,172,0,1560,,119,,7
2/14/2020,China,Xinjiang,65,1,2,5,0,2487,,65,,2
2/14/2020,China,Xizang,1,0,0,0,0,344,,1,,0
2/14/2020,China,Yunnan,162,0,7,29,0,4830,,162,,7
2/14/2020,China,Zhejiang,1155,0,10,22,0,5737,,1155,,10
2/15/2020,China,all,50054,1524,1506,2277,143,142823,16522,66576,1138,2644
2/15/2020,China,Anhui,950,6,16,13,0,6324,,950,,16
2/15/2020,China,Beijing,375,4,3,51,1,2154,,375,,3
2/15/2020,China,Chongqing,537,5,8,98,1,3102,,537,,8
2/15/2020,China,Fujian,285,0,4,6,0,3941,,285,,4
2/15/2020,China,Gansu,90,2,0,4,0,2637,,90,,0
2/15/2020,China,Guangdong,1294,2,33,9,0,11346,,1294,,33
2/15/2020,China,Guangxi,235,2,9,44,0,4926,,235,,9
2/15/2020,China,Guizhou,143,1,3,4,0,3600,,143,,3
2/15/2020,China,Hainan,162,4,5,36,0,934,,162,,5
2/15/2020,China,Hebei,291,3,8,8,0,7556,,291,,8
2/15/2020,China,Heilongjiang,425,11,7,48,0,3773,,425,,7
2/15/2020,China,Henan,1212,13,28,153,2,9605,,1212,,28
2/15/2020,China,Hong Kong SAR,56,1,3,0,0,745,,56,,3
2/15/2020,China,Hubei,37884,1457,1282,1216,139,5917,16522,54406,1138,2420
2/15/2020,China,Hunan,1001,2,13,50,0,6899,,1001,,13
2/15/2020,China,Inner Mongolia,68,0,5,7,0,2534,,68,,5
2/15/2020,China,Jiangsu,604,0,11,3,0,8051,,604,,11
2/15/2020,China,Jiangxi,913,1,13,21,0,4648,,913,,13
2/15/2020,China,Jilin,88,1,2,8,0,2704,,88,,2
2/15/2020,China,Liaoning,119,1,2,66,0,4359,,119,,2
2/15/2020,China,Macao SAR,10,0,0,0,0,66,,10,,0
2/15/2020,China,Ningxia,70,0,3,3,0,688,,70,,3
2/15/2020,China,Qinghai,18,0,0,0,0,603,,18,,0
2/15/2020,China,Shaanxi,232,0,2,37,0,3864,,232,,2
2/15/2020,China,Shandong,530,2,11,27,0,10047,,530,,11
2/15/2020,China,Shanghai,326,1,8,87,0,2424,,326,,8
2/15/2020,China,Shanxi,127,0,1,12,0,3718,,127,,1
2/15/2020,China,Sichuan,470,1,7,72,0,8341,,470,,7
2/15/2020,China,Taiwan,18,0,0,0,0,2359,,18,,0
2/15/2020,China,Tianjin,120,3,1,128,0,1560,,120,,1
2/15/2020,China,Xinjiang,70,1,5,4,0,2487,,70,,5
2/15/2020,China,Xizang,1,0,0,0,0,344,,1,,0
2/15/2020,China,Yunnan,168,0,6,39,0,4830,,168,,6
2/15/2020,China,Zhejiang,1162,0,7,23,0,5737,,1162,,7
2/16/2020,China,all,51174,1666,1121,1918,142,142823,17410,68584,888,2009
2/16/2020,China,Anhui,962,6,12,6,0,6324,,962,,12
2/16/2020,China,Beijing,380,4,5,35,0,2154,,380,,5
2/16/2020,China,Chongqing,544,5,7,75,0,3102,,544,,7
2/16/2020,China,Fujian,287,0,2,2,0,3941,,287,,2
2/16/2020,China,Gansu,90,2,0,1,0,2637,,90,,0
2/16/2020,China,Guangdong,1316,2,22,2,0,11346,,1316,,22
2/16/2020,China,Guangxi,237,2,2,49,0,4926,,237,,2
2/16/2020,China,Guizhou,144,1,1,8,0,3600,,144,,1
2/16/2020,China,Hainan,162,4,0,30,0,934,,162,,0
2/16/2020,China,Hebei,300,3,9,2,0,7556,,300,,9
2/16/2020,China,Heilongjiang,445,11,20,44,0,3773,,445,,20
2/16/2020,China,Henan,1231,13,19,137,0,9605,,1231,,19
2/16/2020,China,Hong Kong SAR,56,1,0,0,0,745,,56,,0
2/16/2020,China,Hubei,38839,1596,955,1036,139,5917,17410,56249,888,1843
2/16/2020,China,Hunan,1004,3,3,36,1,6899,,1004,,3
2/16/2020,China,Inner Mongolia,70,0,2,4,0,2534,,70,,2
2/16/2020,China,Jiangsu,617,0,13,9,0,8051,,617,,13
2/16/2020,China,Jiangxi,925,1,13,7,0,4648,,925,,13
2/16/2020,China,Jilin,89,1,1,16,0,2704,,89,,1
2/16/2020,China,Liaoning,120,1,1,69,0,4359,,120,,1
2/16/2020,China,Macao SAR,10,0,0,0,0,66,,10,,0
2/16/2020,China,Ningxia,70,0,0,5,0,688,,70,,0
2/16/2020,China,Qinghai,18,0,0,0,0,603,,18,,0
2/16/2020,China,Shaanxi,236,0,4,15,0,3864,,236,,4
2/16/2020,China,Shandong,537,2,7,22,0,10047,,537,,7
2/16/2020,China,Shanghai,328,1,2,75,0,2424,,328,,2
2/16/2020,China,Shanxi,128,0,1,15,0,3718,,128,,1
2/16/2020,China,Sichuan,481,3,11,46,2,8341,,481,,11
2/16/2020,China,Taiwan,18,0,0,0,0,2359,,18,,0
2/16/2020,China,Tianjin,122,3,2,109,0,1560,,122,,2
2/16/2020,China,Xinjiang,71,1,1,3,0,2487,,71,,1
2/16/2020,China,Xizang,1,0,0,0,0,344,,1,,0
2/16/2020,China,Yunnan,169,0,1,37,0,4830,,169,,1
2/16/2020,China,Zhejiang,1167,0,5,23,0,5737,,1167,,5
2/17/2020,China,all,70635,1772,2051,1563,106,142823,,,,
2/17/2020,China,Anhui,973,6,11,9,0,6324,,,,
2/17/2020,China,Beijing,381,4,1,33,0,2154,,,,
2/17/2020,China,Chongqing,551,5,7,63,0,3102,,,,
2/17/2020,China,Fujian,290,0,3,3,0,3941,,,,
2/17/2020,China,Gansu,91,2,1,0,0,2637,,,,
2/17/2020,China,Guangdong,1322,4,6,1,2,11346,,,,
2/17/2020,China,Guangxi,238,2,1,26,0,4926,,,,
2/17/2020,China,Guizhou,146,1,2,2,0,3600,,,,
2/17/2020,China,Hainan,162,4,0,27,0,934,,,,
2/17/2020,China,Hebei,301,3,1,2,0,7556,,,,
2/17/2020,China,Heilongjiang,457,11,12,27,0,3773,,,,
2/17/2020,China,Henan,1246,16,15,112,3,9605,,,,
2/17/2020,China,Hong Kong SAR,57,1,1,0,0,745,,,,
2/17/2020,China,Hubei,58182,1696,1933,909,100,5917,,,,
2/17/2020,China,Hunan,1006,3,2,14,0,6899,,,,
2/17/2020,China,Inner Mongolia,72,0,2,3,0,2534,,,,
2/17/2020,China,Jiangsu,626,0,9,3,0,8051,,,,
2/17/2020,China,Jiangxi,930,1,5,2,0,4648,,,,
2/17/2020,China,Jilin,89,1,0,9,0,2704,,,,
2/17/2020,China,Liaoning,121,1,1,45,0,4359,,,,
2/17/2020,China,Macao SAR,10,0,0,0,0,66,,,,
2/17/2020,China,Ningxia,70,0,0,0,0,688,,,,
2/17/2020,China,Qinghai,18,0,0,0,0,603,,,,
2/17/2020,China,Shaanxi,240,0,4,15,0,3864,,,,
2/17/2020,China,Shandong,541,2,4,21,0,10047,,,,
2/17/2020,China,Shanghai,331,1,3,67,0,2424,,,,
2/17/2020,China,Shanxi,129,0,1,5,0,3718,,,,
2/17/2020,China,Sichuan,495,3,14,40,0,8341,,,,
2/17/2020,China,Taiwan,20,1,2,0,1,2359,,,,
2/17/2020,China,Tianjin,124,3,2,88,0,1560,,,,
2/17/2020,China,Xinjiang,73,1,2,2,0,2487,,,,
2/17/2020,China,Xizang,1,0,0,0,0,344,,,,
2/17/2020,China,Yunnan,171,0,2,22,0,4830,,,,
2/17/2020,China,Zhejiang,1171,0,4,13,0,5737,,,,
2/18/2020,China,all,72528,1870,1891,1432,98,142823,,,,
2/18/2020,China,Anhui,982,6,9,7,0,6324,,,,
2/18/2020,China,Beijing,387,4,6,49,0,2154,,,,
2/18/2020,China,Chongqing,553,5,2,50,0,3102,,,,
2/18/2020,China,Fujian,292,0,2,2,0,3941,,,,
2/18/2020,China,Gansu,91,2,0,0,0,2637,,,,
2/18/2020,China,Guangdong,1328,4,6,0,0,11346,,,,
2/18/2020,China,Guangxi,242,2,4,21,0,4926,,,,
2/18/2020,China,Guizhou,146,1,0,2,0,3600,,,,
2/18/2020,China,Hainan,163,4,1,22,0,934,,,,
2/18/2020,China,Hebei,302,4,1,1,1,7556,,,,
2/18/2020,China,Heilongjiang,464,11,7,32,0,3773,,,,
2/18/2020,China,Henan,1257,19,11,102,3,9605,,,,
2/18/2020,China,Hong Kong SAR,60,1,3,0,0,745,,,,
2/18/2020,China,Hubei,59989,1789,1807,788,93,5917,,,,
2/18/2020,China,Hunan,1007,4,1,15,1,6899,,,,
2/18/2020,China,Inner Mongolia,73,0,1,0,0,2534,,,,
2/18/2020,China,Jiangsu,629,0,3,4,0,8051,,,,
2/18/2020,China,Jiangxi,933,1,3,0,0,4648,,,,
2/18/2020,China,Jilin,89,1,0,14,0,2704,,,,
2/18/2020,China,Liaoning,121,1,0,64,0,4359,,,,
2/18/2020,China,Macao SAR,10,0,0,0,0,66,,,,
2/18/2020,China,Ningxia,70,0,0,4,0,688,,,,
2/18/2020,China,Qinghai,18,0,0,0,0,603,,,,
2/18/2020,China,Shaanxi,240,0,0,22,0,3864,,,,
2/18/2020,China,Shandong,543,2,2,17,0,10047,,,,
2/18/2020,China,Shanghai,333,1,2,65,0,2424,,,,
2/18/2020,China,Shanxi,130,0,1,6,0,3718,,,,
2/18/2020,China,Sichuan,508,3,13,28,0,8341,,,,
2/18/2020,China,Taiwan,22,1,2,0,0,2359,,,,
2/18/2020,China,Tianjin,125,3,1,83,0,1560,,,,
2/18/2020,China,Xinjiang,76,1,1,1,0,2487,,,,
2/18/2020,China,Xizang,1,0,0,0,0,344,,,,
2/18/2020,China,Yunnan,172,0,1,18,0,4830,,,,
2/18/2020,China,Zhejiang,1172,0,1,15,0,5737,,,,
2/19/2020,China,all,74280,2006,1752,1185,136,142823,,,,
2/19/2020,China,Anhui,986,6,4,0,0,6324,,,,
2/19/2020,China,Beijing,393,4,6,58,0,2154,,,,
2/19/2020,China,Chongqing,555,5,2,41,0,3102,,,,
2/19/2020,China,Fujian,293,0,1,4,0,3941,,,,
2/19/2020,China,Gansu,91,2,0,0,0,2637,,,,
2/19/2020,China,Guangdong,1331,5,3,1,1,11346,,,,
2/19/2020,China,Guangxi,244,2,2,12,0,4926,,,,
2/19/2020,China,Guizhou,146,2,0,2,1,3600,,,,
2/19/2020,China,Hainan,163,4,0,14,0,934,,,,
2/19/2020,China,Hebei,306,4,4,0,0,7556,,,,
2/19/2020,China,Heilongjiang,470,12,6,21,1,3773,,,,
2/19/2020,China,Henan,1262,19,5,121,0,9605,,,,
2/19/2020,China,Hong Kong SAR,62,1,2,0,0,745,,,,
2/19/2020,China,Hubei,61682,1921,1693,596,132,5917,,,,
2/19/2020,China,Hunan,1008,4,1,12,0,6899,,,,
2/19/2020,China,Inner Mongolia,75,0,2,3,0,2534,,,,
2/19/2020,China,Jiangsu,631,0,2,0,0,8051,,,,
2/19/2020,China,Jiangxi,934,1,1,0,0,4648,,,,
2/19/2020,China,Jilin,90,1,1,11,0,2704,,,,
2/19/2020,China,Liaoning,121,1,0,64,0,4359,,,,
2/19/2020,China,Macao SAR,10,0,0,0,0,66,,,,
2/19/2020,China,Ningxia,71,0,1,0,0,688,,,,
2/19/2020,China,Qinghai,18,0,0,0,0,603,,,,
2/19/2020,China,Shaanxi,242,0,2,19,0,3864,,,,
2/19/2020,China,Shandong,544,3,1,8,1,10047,,,,
2/19/2020,China,Shanghai,333,1,0,78,0,2424,,,,
2/19/2020,China,Shanxi,131,0,1,3,0,3718,,,,
2/19/2020,China,Sichuan,514,3,6,30,0,8341,,,,
2/19/2020,China,Taiwan,23,1,1,0,0,2359,,,,
2/19/2020,China,Tianjin,128,3,3,62,0,1560,,,,
2/19/2020,China,Xinjiang,76,1,0,0,0,2487,,,,
2/19/2020,China,Xizang,1,0,0,0,0,344,,,,
2/19/2020,China,Yunnan,173,0,1,16,0,4830,,,,
2/19/2020,China,Zhejiang,1173,0,1,9,0,5737,,,,
2/20/2020,China,all,74676,2121,399,1277,115,142823,,,,
2/20/2020,China,Anhui,987,6,1,0,0,6324,,,,
2/20/2020,China,Beijing,395,4,2,25,0,2154,,,,
2/20/2020,China,Chongqing,560,5,5,45,0,3102,,,,
2/20/2020,China,Fujian,293,1,0,0,1,3941,,,,
2/20/2020,China,Gansu,91,2,1,9,0,2637,,,,
2/20/2020,China,Guangdong,1332,5,1,1,0,11346,,,,
2/20/2020,China,Guangxi,245,2,1,17,0,4926,,,,
2/20/2020,China,Guizhou,146,2,0,2,0,3600,,,,
2/20/2020,China,Hainan,168,4,5,16,0,934,,,,
2/20/2020,China,Hebei,307,5,1,0,1,7556,,,,
2/20/2020,China,Heilongjiang,476,12,6,4,0,3773,,,,
2/20/2020,China,Henan,1265,19,4,66,0,9605,,,,
2/20/2020,China,Hong Kong SAR,65,2,3,0,1,745,,,,
2/20/2020,China,Hubei,62031,2029,349,880,108,5917,,,,
2/20/2020,China,Hunan,1010,4,2,5,0,6899,,,,
2/20/2020,China,Inner Mongolia,75,0,0,0,0,2534,,,,
2/20/2020,China,Jiangsu,631,0,0,1,0,8051,,,,
2/20/2020,China,Jiangxi,934,1,1,0,0,4648,,,,
2/20/2020,China,Jilin,91,1,0,0,0,2704,,,,
2/20/2020,China,Liaoning,121,1,0,26,0,4359,,,,
2/20/2020,China,Macao SAR,10,0,0,0,0,66,,,,
2/20/2020,China,Ningxia,71,0,0,0,0,688,,,,
2/20/2020,China,Qinghai,18,0,0,0,0,603,,,,
2/20/2020,China,Shaanxi,245,1,3,8,1,3864,,,,
2/20/2020,China,Shandong,546,4,2,10,1,10047,,,,
2/20/2020,China,Shanghai,333,2,0,56,1,2424,,,,
2/20/2020,China,Shanxi,131,0,0,1,0,3718,,,,
2/20/2020,China,Sichuan,520,3,6,21,0,8341,,,,
2/20/2020,China,Taiwan,24,1,2,0,0,2359,,,,
2/20/2020,China,Tianjin,130,3,2,57,0,1560,,,,
2/20/2020,China,Xinjiang,76,1,0,0,0,2487,,,,
2/20/2020,China,Xizang,1,0,0,0,0,344,,,,
2/20/2020,China,Yunnan,173,1,0,21,1,4830,,,,
2/20/2020,China,Zhejiang,1175,0,2,6,0,5737,,,,
2/21/2020,China,all,75569,2239,894,1614,118,142823,,,,
2/21/2020,China,Anhui,988,6,1,1,0,6324,,,,
2/21/2020,China,Beijing,396,4,1,41,0,2154,,,,
2/21/2020,China,Chongqing,567,6,7,28,1,3102,,,,
2/21/2020,China,Fujian,293,1,0,0,0,3941,,,,
2/21/2020,China,Gansu,91,2,0,1,0,2637,,,,
2/21/2020,China,Guangdong,1333,5,1,1,0,11346,,,,
2/21/2020,China,Guangxi,246,2,1,15,0,4926,,,,
2/21/2020,China,Guizhou,146,2,0,3,0,3600,,,,
2/21/2020,China,Hainan,168,4,0,16,0,934,,,,
2/21/2020,China,Hebei,308,5,1,0,0,7556,,,,
2/21/2020,China,Heilongjiang,479,12,3,1,0,3773,,,,
2/21/2020,China,Henan,1267,19,2,31,0,9605,,,,
2/21/2020,China,Hong Kong SAR,68,2,3,0,0,745,,,,
2/21/2020,China,Hubei,62662,2144,631,1279,115,5917,,,,
2/21/2020,China,Hunan,1011,4,1,5,0,6899,,,,
2/21/2020,China,Inner Mongolia,75,0,0,0,0,2534,,,,
2/21/2020,China,Jiangsu,631,0,0,1,0,8051,,,,
2/21/2020,China,Jiangxi,934,1,0,0,0,4648,,,,
2/21/2020,China,Jilin,91,1,0,4,0,2704,,,,
2/21/2020,China,Liaoning,121,1,0,20,0,4359,,,,
2/21/2020,China,Macao SAR,10,0,0,0,0,66,,,,
2/21/2020,China,Ningxia,71,0,0,1,0,688,,,,
2/21/2020,China,Qinghai,18,0,0,0,0,603,,,,
2/21/2020,China,Shaanxi,245,1,0,8,0,3864,,,,
2/21/2020,China,Shandong,748,4,202,14,0,10047,,,,
2/21/2020,China,Shanghai,334,2,1,62,0,2424,,,,
2/21/2020,China,Shanxi,132,0,1,5,0,3718,,,,
2/21/2020,China,Sichuan,525,3,5,15,0,8341,,,,
2/21/2020,China,Taiwan,26,1,2,0,0,2359,,,,
2/21/2020,China,Tianjin,131,3,1,37,0,1560,,,,
2/21/2020,China,Xinjiang,76,1,0,0,0,2487,,,,
2/21/2020,China,Xizang,1,0,0,0,0,344,,,,
2/21/2020,China,Yunnan,174,2,2,21,1,4830,,,,
2/21/2020,China,Zhejiang,1203,1,28,4,1,5737,,,,
2/22/2020,China,all,76392,2348,397,1361,109,142823,,,,
2/22/2020,China,Anhui,989,6,1,0,0,6324,,,,
2/22/2020,China,Beijing,399,4,3,26,0,2154,,,,
2/22/2020,China,Chongqing,572,6,5,15,0,3102,,,,
2/22/2020,China,Fujian,293,1,0,0,0,3941,,,,
2/22/2020,China,Gansu,91,2,0,0,0,2637,,,,
2/22/2020,China,Guangdong,1339,5,6,1,0,11346,,,,
2/22/2020,China,Guangxi,249,2,3,6,0,4926,,,,
2/22/2020,China,Guizhou,146,2,0,2,0,3600,,,,
2/22/2020,China,Hainan,168,4,0,11,0,934,,,,
2/22/2020,China,Hebei,309,6,1,0,1,7556,,,,
2/22/2020,China,Heilongjiang,479,12,0,0,0,3773,,,,
2/22/2020,China,Henan,1270,19,3,25,0,9605,,,,
2/22/2020,China,Hong Kong SAR,68,2,0,0,0,745,,,,
2/22/2020,China,Hubei,63454,2250,366,1125,106,5917,,,,
2/22/2020,China,Hunan,1013,4,2,2,0,6899,,,,
2/22/2020,China,Inner Mongolia,75,0,0,0,0,2534,,,,
2/22/2020,China,Jiangsu,631,0,0,0,0,8051,,,,
2/22/2020,China,Jiangxi,934,1,0,0,0,4648,,,,
2/22/2020,China,Jilin,91,1,0,7,0,2704,,,,
2/22/2020,China,Liaoning,121,1,0,14,0,4359,,,,
2/22/2020,China,Macao SAR,10,0,0,0,0,66,,,,
2/22/2020,China,Ningxia,71,0,0,1,0,688,,,,
2/22/2020,China,Qinghai,18,0,0,0,0,603,,,,
2/22/2020,China,Shaanxi,245,1,0,3,0,3864,,,,
2/22/2020,China,Shandong,750,4,2,3,0,10047,,,,
2/22/2020,China,Shanghai,334,3,0,48,1,2424,,,,
2/22/2020,China,Shanxi,132,0,0,2,0,3718,,,,
2/22/2020,China,Sichuan,526,3,1,21,0,8341,,,,
2/22/2020,China,Taiwan,26,1,0,0,0,2359,,,,
2/22/2020,China,Tianjin,133,3,2,31,0,1560,,,,
2/22/2020,China,Xinjiang,76,2,0,0,1,2487,,,,
2/22/2020,China,Xizang,1,0,0,0,0,344,,,,
2/22/2020,China,Yunnan,174,2,0,14,0,4830,,,,
2/22/2020,China,Zhejiang,1205,1,2,4,0,5737,,,,
2/23/2020,China,all,77042,2445,650,882,97,142823,,,,
2/23/2020,China,Anhui,989,6,0,0,0,6324,,,,
2/23/2020,China,Beijing,399,4,0,35,0,2154,,,,
2/23/2020,China,Chongqing,573,6,1,21,0,3102,,,,
2/23/2020,China,Fujian,293,1,0,0,0,3941,,,,
2/23/2020,China,Gansu,91,2,0,0,0,2637,,,,
2/23/2020,China,Guangdong,1342,6,3,0,1,11346,,,,
2/23/2020,China,Guangxi,249,2,0,12,0,4926,,,,
2/23/2020,China,Guizhou,146,2,0,0,0,3600,,,,
2/23/2020,China,Hainan,168,4,0,14,0,934,,,,
2/23/2020,China,Hebei,311,6,2,0,0,7556,,,,
2/23/2020,China,Heilongjiang,480,12,1,0,0,3773,,,,
2/23/2020,China,Henan,1271,19,1,12,0,9605,,,,
2/23/2020,China,Hong Kong SAR,70,2,2,0,0,745,,,,
2/23/2020,China,Hubei,64084,2346,630,631,96,5917,,,,
2/23/2020,China,Hunan,1016,4,3,0,0,6899,,,,
2/23/2020,China,Inner Mongolia,75,0,0,0,0,2534,,,,
2/23/2020,China,Jiangsu,631,0,0,0,0,8051,,,,
2/23/2020,China,Jiangxi,934,1,0,0,0,4648,,,,
2/23/2020,China,Jilin,91,1,0,7,0,2704,,,,
2/23/2020,China,Liaoning,121,1,0,13,0,4359,,,,
2/23/2020,China,Macao SAR,10,0,0,0,0,66,,,,
2/23/2020,China,Ningxia,71,0,0,1,0,688,,,,
2/23/2020,China,Qinghai,18,0,0,0,0,603,,,,
2/23/2020,China,Shaanxi,245,1,0,2,0,3864,,,,
2/23/2020,China,Shandong,754,4,4,2,0,10047,,,,
2/23/2020,China,Shanghai,335,3,1,52,0,2424,,,,
2/23/2020,China,Shanxi,132,0,0,1,0,3718,,,,
2/23/2020,China,Sichuan,526,3,0,15,0,8341,,,,
2/23/2020,China,Taiwan,26,1,0,0,0,2359,,,,
2/23/2020,China,Tianjin,135,3,2,51,0,1560,,,,
2/23/2020,China,Xinjiang,76,2,0,0,0,2487,,,,
2/23/2020,China,Xizang,1,0,0,0,0,344,,,,
2/23/2020,China,Yunnan,174,2,0,11,0,4830,,,,
2/23/2020,China,Zhejiang,1205,1,0,2,0,5737,,,,
2/24/2020,China,all,77262,2595,415,620,150,142823,,,,
2/24/2020,China,Anhui,989,6,0,0,0,6324,,,,
2/24/2020,China,Beijing,399,4,0,30,0,2154,,,,
2/24/2020,China,Chongqing,575,6,2,8,0,3102,,,,
2/24/2020,China,Fujian,293,1,0,1,0,3941,,,,
2/24/2020,China,Gansu,91,2,0,0,0,2637,,,,
2/24/2020,China,Guangdong,1345,6,3,0,0,11346,,,,
2/24/2020,China,Guangxi,251,2,2,4,0,4926,,,,
2/24/2020,China,Guizhou,146,2,0,2,0,3600,,,,
2/24/2020,China,Hainan,168,5,0,10,1,934,,,,
2/24/2020,China,Hebei,311,6,0,0,0,7556,,,,
2/24/2020,China,Heilongjiang,480,12,0,0,0,3773,,,,
2/24/2020,China,Henan,1271,19,0,9,0,9605,,,,
2/24/2020,China,Hong Kong SAR,74,2,4,0,0,745,,,,
2/24/2020,China,Hubei,64287,2495,398,450,149,5917,,,,
2/24/2020,China,Hunan,1016,4,0,1,0,6899,,,,
2/24/2020,China,Inner Mongolia,75,0,0,0,0,2534,,,,
2/24/2020,China,Jiangsu,631,0,0,0,0,8051,,,,
2/24/2020,China,Jiangxi,934,1,0,0,0,4648,,,,
2/24/2020,China,Jilin,93,1,2,7,0,2704,,,,
2/24/2020,China,Liaoning,121,1,0,15,0,4359,,,,
2/24/2020,China,Macao SAR,10,0,0,0,0,66,,,,
2/24/2020,China,Ningxia,71,0,0,0,0,688,,,,
2/24/2020,China,Qinghai,18,0,0,0,0,603,,,,
2/24/2020,China,Shaanxi,245,1,0,0,0,3864,,,,
2/24/2020,China,Shandong,755,4,1,1,0,10047,,,,
2/24/2020,China,Shanghai,335,3,0,36,0,2424,,,,
2/24/2020,China,Shanxi,132,0,0,4,0,3718,,,,
2/24/2020,China,Sichuan,527,3,1,8,0,8341,,,,
2/24/2020,China,Taiwan,28,1,2,0,0,2359,,,,
2/24/2020,China,Tianjin,135,3,0,22,0,1560,,,,
2/24/2020,China,Xinjiang,76,2,0,0,0,2487,,,,
2/24/2020,China,Xizang,1,0,0,0,0,344,,,,
2/24/2020,China,Yunnan,174,2,0,7,0,4830,,,,
2/24/2020,China,Zhejiang,1205,1,0,5,0,5737,,,,
2/25/2020,China,all,77780,2666,518,530,71,142823,,,,
2/25/2020,China,Anhui,989,6,0,0,0,6324,,,,
2/25/2020,China,Beijing,400,4,1,18,0,2154,,,,
2/25/2020,China,Chongqing,576,6,1,13,0,3102,,,,
2/25/2020,China,Fujian,294,1,1,0,0,3941,,,,
2/25/2020,China,Gansu,91,2,0,0,0,2637,,,,
2/25/2020,China,Guangdong,1347,7,2,0,1,11346,,,,
2/25/2020,China,Guangxi,252,2,1,3,0,4926,,,,
2/25/2020,China,Guizhou,146,2,0,0,0,3600,,,,
2/25/2020,China,Hainan,168,5,0,9,0,934,,,,
2/25/2020,China,Hebei,311,6,0,0,0,7556,,,,
2/25/2020,China,Heilongjiang,480,12,0,0,0,3773,,,,
2/25/2020,China,Henan,1271,19,0,5,0,9605,,,,
2/25/2020,China,Hong Kong SAR,81,2,7,0,0,745,,,,
2/25/2020,China,Hubei,64786,2563,499,373,68,5917,,,,
2/25/2020,China,Hunan,1016,4,0,1,0,6899,,,,
2/25/2020,China,Inner Mongolia,75,0,0,0,0,2534,,,,
2/25/2020,China,Jiangsu,631,0,0,0,0,8051,,,,
2/25/2020,China,Jiangxi,934,1,0,0,0,4648,,,,
2/25/2020,China,Jilin,93,1,0,14,0,2704,,,,
2/25/2020,China,Liaoning,121,1,0,9,0,4359,,,,
2/25/2020,China,Macao SAR,10,0,0,0,0,66,,,,
2/25/2020,China,Ningxia,71,0,0,0,0,688,,,,
2/25/2020,China,Qinghai,18,0,0,0,0,603,,,,
2/25/2020,China,Shaanxi,245,1,0,0,0,3864,,,,
