date,country,adm,n_cum_conf,n_cum_deaths,n_inc_conf,n_inc_sus,n_inc_deaths,population_E4,n_cum_clin,n_cum_tot,n_inc_clin,n_inc_tot
2/1/2020,China,Heilongjiang,80,,,,,3773,,,,
2/1/2020,China,Henan,422,,,,,9605,,,,
2/1/2020,China,Hong Kong SAR,13,,,,,745,,,,
2/1/2020,China,Hubei,7153,,,,,5917,,,,
2/1/2020,China,Hunan,389,,,,,6899,,,,
2/1/2020,China,Inner Mongolia,23,,,,,2534,,,,
2/1/2020,China,Jiangsu,202,,,,,8051,,,,
2/1/2020,China,Jiangxi,286,,,,,4648,,,,
2/1/2020,China,Jilin,17,,,,,2704,,,,
2/1/2020,China,Liaoning,60,,,,,4359,,,,
2/1/2020,China,Macao SAR,7,,,,,66,,,,
2/1/2020,China,Ningxia,26,,,,,688,,,,
2/1/2020,China,Qinghai,8,,,,,603,,,,
2/1/2020,China,Shaanxi,101,,,,,3864,,,,
2/1/2020,China,Shandong,202,,,,,10047,,,,
2/1/2020,China,Shanghai,153,,,,,2424,,,,
2/1/2020,China,Shanxi,47,,,,,3718,,,,
2/1/2020,China,Sichuan,207,,,,,8341,,,,
2/1/2020,China,Taiwan,10,,,,,2359,,,,
2/1/2020,China,Tianjin,34,,,,,1560,,,,
2/1/2020,China,Xinjiang,18,,,,,2487,,,,
2/1/2020,China,Xizang,1,,,,,344,,,,
2/1/2020,China,Yunnan,91,,,,,4830,,,,
2/1/2020,China,Zhejiang,599,,,,,5737,,,,
2/2/2020,China,all,14411,,,,,142823,,,,
2/2/2020,China,Anhui,340,,,,,6324,,,,
2/2/2020,China,Beijing,183,,,,,2154,,,,
2/2/2020,China,Chongqing,262,,,,,3102,,,,
2/2/2020,China,Fujian,159,,,,,3941,,,,
2/2/2020,China,Gansu,45,,,,,2637,,,,
2/2/2020,China,Guangdong,604,,,,,11346,,,,
2/2/2020,China,Guangxi,111,,,,,4926,,,,
2/2/2020,China,Guizhou,38,,,,,3600,,,,
2/2/2020,China,Hainan,63,,,,,934,,,,
2/2/2020,China,Hebei,104,,,,,7556,,,,
2/2/2020,China,Heilongjiang,95,,,,,3773,,,,
2/2/2020,China,Henan,493,,,,,9605,,,,
2/2/2020,China,Hong Kong SAR,14,,,,,745,,,,
2/2/2020,China,Hubei,9074,,,,,5917,,,,
2/2/2020,China,Hunan,463,,,,,6899,,,,
2/2/2020,China,Inner Mongolia,26,,,,,2534,,,,
2/2/2020,China,Jiangsu,231,,,,,8051,,,,
2/2/2020,China,Jiangxi,333,,,,,4648,,,,
2/2/2020,China,Jilin,21,,,,,2704,,,,
2/2/2020,China,Liaoning,64,,,,,4359,,,,
2/2/2020,China,Macao SAR,7,,,,,66,,,,
2/2/2020,China,Ningxia,28,,,,,688,,,,
2/2/2020,China,Qinghai,9,,,,,603,,,,
2/2/2020,China,Shaanxi,116,,,,,3864,,,,
2/2/2020,China,Shandong,225,,,,,10047,,,,
2/2/2020,China,Shanghai,177,,,,,2424,,,,
2/2/2020,China,Shanxi,56,,,,,3718,,,,
2/2/2020,China,Sichuan,236,,,,,8341,,,,
2/2/2020,China,Taiwan,10,,,,,2359,,,,
2/2/2020,China,Tianjin,40,,,,,1560,,,,
2/2/2020,China,Xinjiang,23,,,,,2487,,,,
2/2/2020,China,Xizang,1,,,,,344,,,,
2/2/2020,China,Yunnan,99,,,,,4830,,,,
2/2/2020,China,Zhejiang,661,,,,,5737,,,,
2/3/2020,China,all,17238,,,,,142823,,,,
2/3/2020,China,Anhui,408,,,,,6324,,,,
2/3/2020,China,Beijing,212,,,,,2154,,,,
2/3/2020,China,Chongqing,300,,,,,3102,,,,
2/3/2020,China,Fujian,179,,,,,3941,,,,
2/3/2020,China,Gansu,51,,,,,2637,,,,
2/3/2020,China,Guangdong,683,,,,,11346,,,,
2/3/2020,China,Guangxi,127,,,,,4926,,,,
2/3/2020,China,Guizhou,46,,,,,3600,,,,
2/3/2020,China,Hainan,70,,,,,934,,,,
2/3/2020,China,Hebei,113,,,,,7556,,,,
2/3/2020,China,Heilongjiang,118,,,,,3773,,,,
2/3/2020,China,Henan,566,,,,,9605,,,,
2/3/2020,China,Hong Kong SAR,15,,,,,745,,,,
2/3/2020,China,Hubei,11177,,,,,5917,,,,
2/3/2020,China,Hunan,521,,,,,6899,,,,
2/3/2020,China,Inner Mongolia,33,,,,,2534,,,,
2/3/2020,China,Jiangsu,271,,,,,8051,,,,
2/3/2020,China,Jiangxi,391,,,,,4648,,,,
2/3/2020,China,Jilin,31,,,,,2704,,,,
2/3/2020,China,Liaoning,70,,,,,4359,,,,
2/3/2020,China,Macao SAR,8,,,,,66,,,,
2/3/2020,China,Ningxia,31,,,,,688,,,,
2/3/2020,China,Qinghai,13,,,,,603,,,,
2/3/2020,China,Shaanxi,128,,,,,3864,,,,
2/3/2020,China,Shandong,246,,,,,10047,,,,
2/3/2020,China,Shanghai,193,,,,,2424,,,,
2/3/2020,China,Shanxi,66,,,,,3718,,,,
2/3/2020,China,Sichuan,254,,,,,8341,,,,
2/3/2020,China,Taiwan,10,,,,,2359,,,,
2/3/2020,China,Tianjin,49,,,,,1560,,,,
2/3/2020,China,Xinjiang,24,,,,,2487,,,,
2/3/2020,China,Xizang,1,,,,,344,,,,
2/3/2020,China,Yunnan,109,,,,,4830,,,,
2/3/2020,China,Zhejiang,724,,,,,5737,,,,
2/4/2020,China,all,20471,,,,,142823,,,,
2/4/2020,China,Anhui,480,,,,,6324,,,,
2/4/2020,China,Beijing,228,,,,,2154,,,,
2/4/2020,China,Chongqing,337,,,,,3102,,,,
2/4/2020,China,Fujian,194,,,,,3941,,,,
2/4/2020,China,Gansu,56,,,,,2637,,,,
2/4/2020,China,Guangdong,797,,,,,11346,,,,
2/4/2020,China,Guangxi,139,,,,,4926,,,,
2/4/2020,China,Guizhou,56,,,,,3600,,,,
2/4/2020,China,Hainan,79,,,,,934,,,,
2/4/2020,China,Hebei,126,,,,,7556,,,,
2/4/2020,China,Heilongjiang,155,,,,,3773,,,,
2/4/2020,China,Henan,675,,,,,9605,,,,
2/4/2020,China,Hong Kong SAR,15,,,,,745,,,,
2/4/2020,China,Hubei,13522,,,,,5917,,,,
2/4/2020,China,Hunan,593,,,,,6899,,,,
2/4/2020,China,Inner Mongolia,37,,,,,2534,,,,
2/4/2020,China,Jiangsu,308,,,,,8051,,,,
2/4/2020,China,Jiangxi,476,,,,,4648,,,,
2/4/2020,China,Jilin,42,,,,,2704,,,,
2/4/2020,China,Liaoning,74,,,,,4359,,,,
2/4/2020,China,Macao SAR,8,,,,,66,,,,
2/4/2020,China,Ningxia,34,,,,,688,,,,
2/4/2020,China,Qinghai,15,,,,,603,,,,
2/4/2020,China,Shaanxi,142,,,,,3864,,,,
2/4/2020,China,Shandong,270,,,,,10047,,,,
2/4/2020,China,Shanghai,208,,,,,2424,,,,
2/4/2020,China,Shanxi,74,,,,,3718,,,,
2/4/2020,China,Sichuan,282,,,,,8341,,,,
2/4/2020,China,Taiwan,10,,,,,2359,,,,
2/4/2020,China,Tianjin,63,,,,,1560,,,,
2/4/2020,China,Xinjiang,29,,,,,2487,,,,
2/4/2020,China,Xizang,1,,,,,344,,,,
2/4/2020,China,Yunnan,117,,,,,4830,,,,
2/4/2020,China,Zhejiang,829,,,,,5737,,,,
2/5/2020,China,all,24362,,,,,142823,,,,
2/5/2020,China,Anhui,530,,,,,6324,,,,
2/5/2020,China,Beijing,253,,,,,2154,,,,
2/5/2020,China,Chongqing,366,,,,,3102,,,,
2/5/2020,China,Fujian,205,,,,,3941,,,,
2/5/2020,China,Gansu,57,,,,,2637,,,,
2/5/2020,China,Guangdong,870,,,,,11346,,,,
2/5/2020,China,Guangxi,150,,,,,4926,,,,
2/5/2020,China,Guizhou,64,,,,,3600,,,,
2/5/2020,China,Hainan,89,,,,,934,,,,
2/5/2020,China,Hebei,135,,,,,7556,,,,
2/5/2020,China,Heilongjiang,190,,,,,3773,,,,
2/5/2020,China,Henan,764,,,,,9605,,,,
2/5/2020,China,Hong Kong SAR,18,,,,,745,,,,
2/5/2020,China,Hubei,16678,,,,,5917,,,,
2/5/2020,China,Hunan,661,,,,,6899,,,,
2/5/2020,China,Inner Mongolia,42,,,,,2534,,,,
2/5/2020,China,Jiangsu,341,,,,,8051,,,,
2/5/2020,China,Jiangxi,548,,,,,4648,,,,
2/5/2020,China,Jilin,54,,,,,2704,,,,
2/5/2020,China,Liaoning,81,,,,,4359,,,,
2/5/2020,China,Macao SAR,10,,,,,66,,,,
2/5/2020,China,Ningxia,34,,,,,688,,,,
2/5/2020,China,Qinghai,17,,,,,603,,,,
2/5/2020,China,Shaanxi,165,,,,,3864,,,,
2/5/2020,China,Shandong,298,,,,,10047,,,,
2/5/2020,China,Shanghai,233,,,,,2424,,,,
2/5/2020,China,Shanxi,81,,,,,3718,,,,
2/5/2020,China,Sichuan,301,,,,,8341,,,,
2/5/2020,China,Taiwan,11,,,,,2359,,,,
2/5/2020,China,Tianjin,67,,,,,1560,,,,
2/5/2020,China,Xinjiang,32,,,,,2487,,,,
2/5/2020,China,Yunnan,122,,,,,4830,,,,
2/5/2020,China,Zhejiang,895,,,,,5737,,,,
2/6/2020,China,all,28060,,,,,142823,,,,
2/6/2020,China,Anhui,591,,,,,6324,,,,
2/6/2020,China,Beijing,274,,,,,2154,,,,
2/6/2020,China,Chongqing,389,,,,,3102,,,,
2/6/2020,China,Fujian,215,,,,,3941,,,,
2/6/2020,China,Gansu,62,,,,,2637,,,,
2/6/2020,China,Guangdong,944,,,,,11346,,,,
2/6/2020,China,Guangxi,168,,,,,4926,,,,
2/6/2020,China,Guizhou,69,,,,,3600,,,,
2/6/2020,China,Hainan,100,,,,,934,,,,
2/6/2020,China,Hebei,157,,,,,7556,,,,
2/6/2020,China,Heilongjiang,227,,,,,3773,,,,
2/6/2020,China,Henan,851,,,,,9605,,,,
2/6/2020,China,Hong Kong SAR,21,,,,,745,,,,
2/6/2020,China,Hubei,19665,,,,,5917,,,,
2/6/2020,China,Hunan,711,,,,,6899,,,,
2/6/2020,China,Inner Mongolia,46,,,,,2534,,,,
2/6/2020,China,Jiangsu,373,,,,,8051,,,,
2/6/2020,China,Jiangxi,600,,,,,4648,,,,
2/6/2020,China,Jilin,59,,,,,2704,,,,
2/6/2020,China,Liaoning,89,,,,,4359,,,,
2/6/2020,China,Macao SAR,10,,,,,66,,,,
2/6/2020,China,Ningxia,40,,,,,688,,,,
2/6/2020,China,Qinghai,18,,,,,603,,,,
2/6/2020,China,Shaanxi,173,,,,,3864,,,,
2/6/2020,China,Shandong,343,,,,,10047,,,,
2/6/2020,China,Shanghai,254,,,,,2424,,,,
2/6/2020,China,Shanxi,90,,,,,3718,,,,
2/6/2020,China,Sichuan,321,,,,,8341,,,,
2/6/2020,China,Taiwan,11,,,,,2359,,,,
2/6/2020,China,Tianjin,70,,,,,1560,,,,
2/6/2020,China,Xinjiang,36,,,,,2487,,,,
2/6/2020,China,Xizang,1,,,,,344,,,,
2/6/2020,China,Yunnan,128,,,,,4830,,,,
2/6/2020,China,Zhejiang,954,,,,,5737,,,,
2/7/2020,China,all,31211,,,,,142823,,,,
2/7/2020,China,Anhui,665,,,,,6324,,,,
2/7/2020,China,Beijing,297,,,,,2154,,,,
2/7/2020,China,Chongqing,411,,,,,3102,,,,
2/7/2020,China,Fujian,224,,,,,3941,,,,
2/7/2020,China,Gansu,70,,,,,2637,,,,
2/7/2020,China,Guangdong,1018,,,,,11346,,,,
2/7/2020,China,Guangxi,172,,,,,4926,,,,
2/7/2020,China,Guizhou,77,,,,,3600,,,,
2/7/2020,China,Hainan,111,,,,,934,,,,
2/7/2020,China,Hebei,171,,,,,7556,,,,
2/7/2020,China,Heilongjiang,277,,,,,3773,,,,
2/7/2020,China,Henan,914,,,,,9605,,,,
2/7/2020,China,Hong Kong SAR,24,,,,,745,,,,
2/7/2020,China,Hubei,22112,,,,,5917,,,,
2/7/2020,China,Hunan,772,,,,,6899,,,,
2/7/2020,China,Inner Mongolia,49,,,,,2534,,,,
2/7/2020,China,Jiangsu,408,,,,,8051,,,,
2/7/2020,China,Jiangxi,661,,,,,4648,,,,
2/7/2020,China,Jilin,65,,,,,2704,,,,
2/7/2020,China,Liaoning,94,,,,,4359,,,,
2/7/2020,China,Macao SAR,10,,,,,66,,,,
2/7/2020,China,Ningxia,43,,,,,688,,,,
2/7/2020,China,Qinghai,18,,,,,603,,,,
2/7/2020,China,Shaanxi,184,,,,,3864,,,,
2/7/2020,China,Shandong,379,,,,,10047,,,,
2/7/2020,China,Shanghai,269,,,,,2424,,,,
2/7/2020,China,Shanxi,96,,,,,3718,,,,
2/7/2020,China,Sichuan,344,,,,,8341,,,,
2/7/2020,China,Taiwan,16,,,,,2359,,,,
2/7/2020,China,Tianjin,79,,,,,1560,,,,
2/7/2020,China,Xinjiang,39,,,,,2487,,,,
2/7/2020,China,Xizang,1,,,,,344,,,,
2/7/2020,China,Yunnan,135,,,,,4830,,,,
2/7/2020,China,Zhejiang,1006,,,,,5737,,,,
2/8/2020,China,all,34598,,,,,142823,,,,
2/8/2020,China,Anhui,733,,,,,6324,,,,
2/8/2020,China,Beijing,315,,,,,2154,,,,
2/8/2020,China,Chongqing,426,,,,,3102,,,,
2/8/2020,China,Fujian,239,,,,,3941,,,,
2/8/2020,China,Gansu,71,,,,,2637,,,,
2/8/2020,China,Guangdong,1075,,,,,11346,,,,
2/8/2020,China,Guangxi,183,,,,,4926,,,,
2/8/2020,China,Guizhou,89,,,,,3600,,,,
2/8/2020,China,Hainan,123,,,,,934,,,,
2/8/2020,China,Hebei,195,,,,,7556,,,,
2/8/2020,China,Heilongjiang,282,,,,,3773,,,,
2/8/2020,China,Henan,981,,,,,9605,,,,
2/8/2020,China,Hong Kong SAR,26,,,,,745,,,,
2/8/2020,China,Hubei,24953,,,,,5917,,,,
2/8/2020,China,Hunan,803,,,,,6899,,,,
2/8/2020,China,Inner Mongolia,50,,,,,2534,,,,
2/8/2020,China,Jiangsu,439,,,,,8051,,,,
2/8/2020,China,Jiangxi,698,,,,,4648,,,,
2/8/2020,China,Jilin,69,,,,,2704,,,,
2/8/2020,China,Liaoning,99,,,,,4359,,,,
2/8/2020,China,Macao SAR,10,,,,,66,,,,
2/8/2020,China,Ningxia,45,,,,,688,,,,
2/8/2020,China,Qinghai,18,,,,,603,,,,
2/8/2020,China,Shaanxi,195,,,,,3864,,,,
2/8/2020,China,Shandong,407,,,,,10047,,,,
2/8/2020,China,Shanghai,281,,,,,2424,,,,
2/8/2020,China,Shanxi,104,,,,,3718,,,,
2/8/2020,China,Sichuan,363,,,,,8341,,,,
2/8/2020,China,Taiwan,16,,,,,2359,,,,
2/8/2020,China,Tianjin,81,,,,,1560,,,,
2/8/2020,China,Xinjiang,42,,,,,2487,,,,
2/8/2020,China,Xizang,1,,,,,344,,,,
2/8/2020,China,Yunnan,138,,,,,4830,,,,
2/8/2020,China,Zhejiang,1048,,,,,5737,,,,
2/9/2020,China,all,37251,,,,,142823,,,,
2/9/2020,China,Anhui,779,,,,,6324,,,,
2/9/2020,China,Beijing,326,,,,,2154,,,,
2/9/2020,China,Chongqing,446,,,,,3102,,,,
2/9/2020,China,Fujian,250,,,,,3941,,,,
2/9/2020,China,Gansu,81,,,,,2637,,,,
2/9/2020,China,Guangdong,1120,,,,,11346,,,,
2/9/2020,China,Guangxi,195,,,,,4926,,,,
2/9/2020,China,Guizhou,96,,,,,3600,,,,
2/9/2020,China,Hainan,128,,,,,934,,,,
2/9/2020,China,Hebei,206,,,,,7556,,,,
2/9/2020,China,Heilongjiang,307,,,,,3773,,,,
2/9/2020,China,Henan,1033,,,,,9605,,,,
2/9/2020,China,Hong Kong SAR,26,,,,,745,,,,
2/9/2020,China,Hubei,27100,,,,,5917,,,,
2/9/2020,China,Hunan,838,,,,,6899,,,,
2/9/2020,China,Inner Mongolia,54,,,,,2534,,,,
2/9/2020,China,Jiangsu,468,,,,,8051,,,,
2/9/2020,China,Jiangxi,740,,,,,4648,,,,
2/9/2020,China,Jilin,78,,,,,2704,,,,
2/9/2020,China,Liaoning,105,,,,,4359,,,,
2/9/2020,China,Macao SAR,10,,,,,66,,,,
2/9/2020,China,Ningxia,45,,,,,688,,,,
2/9/2020,China,Qinghai,18,,,,,603,,,,
2/9/2020,China,Shaanxi,208,,,,,3864,,,,
2/9/2020,China,Shandong,435,,,,,10047,,,,
2/9/2020,China,Shanghai,292,,,,,2424,,,,
2/9/2020,China,Shanxi,115,,,,,3718,,,,
2/9/2020,China,Sichuan,386,,,,,8341,,,,
2/9/2020,China,Taiwan,17,,,,,2359,,,,
2/9/2020,China,Tianjin,88,,,,,1560,,,,
2/9/2020,China,Xinjiang,45,,,,,2487,,,,
2/9/2020,China,Xizang,1,,,,,344,,,,
2/9/2020,China,Yunnan,140,,,,,4830,,,,
2/9/2020,China,Zhejiang,1075,,,,,5737,,,,
2/10/2020,China,all,40235,,,,,142823,,,,
2/10/2020,China,Anhui,830,,,,,6324,,,,
2/10/2020,China,Beijing,337,,,,,2154,,,,
2/10/2020,China,Chongqing,468,,,,,3102,,,,
2/10/2020,China,Fujian,261,,,,,3941,,,,
2/10/2020,China,Gansu,85,,,,,2637,,,,
2/10/2020,China,Guangdong,1151,,,,,11346,,,,
2/10/2020,China,Guangxi,210,,,,,4926,,,,
2/10/2020,China,Guizhou,109,,,,,3600,,,,
2/10/2020,China,Hainan,136,,,,,934,,,,
2/10/2020,China,Hebei,218,,,,,7556,,,,
2/10/2020,China,Heilongjiang,331,,,,,3773,,,,
2/10/2020,China,Henan,1073,,,,,9605,,,,
2/10/2020,China,Hong Kong SAR,36,,,,,745,,,,
2/10/2020,China,Hubei,29631,,,,,5917,,,,
2/10/2020,China,Hunan,879,,,,,6899,,,,
2/10/2020,China,Inner Mongolia,58,,,,,2534,,,,
2/10/2020,China,Jiangsu,492,,,,,8051,,,,
2/10/2020,China,Jiangxi,771,,,,,4648,,,,
2/10/2020,China,Jilin,80,,,,,2704,,,,
2/10/2020,China,Liaoning,107,,,,,4359,,,,
2/10/2020,China,Macao SAR,10,,,,,66,,,,
2/10/2020,China,Ningxia,49,,,,,688,,,,
2/10/2020,China,Qinghai,18,,,,,603,,,,
2/10/2020,China,Shaanxi,213,,,,,3864,,,,
2/10/2020,China,Shandong,459,,,,,10047,,,,
2/10/2020,China,Shanghai,295,,,,,2424,,,,
2/10/2020,China,Shanxi,119,,,,,3718,,,,
2/10/2020,China,Sichuan,405,,,,,8341,,,,
2/10/2020,China,Taiwan,18,,,,,2359,,,,
2/10/2020,China,Tianjin,91,,,,,1560,,,,
2/10/2020,China,Xinjiang,49,,,,,2487,,,,
2/10/2020,China,Xizang,1,,,,,344,,,,
2/10/2020,China,Yunnan,141,,,,,4830,,,,
2/10/2020,China,Zhejiang,1104,,,,,5737,,,,
2/11/2020,China,all,42708,,,,,142823,,,,
2/11/2020,China,Anhui,860,,,,,6324,,,,
2/11/2020,China,Beijing,342,,,,,2154,,,,
2/11/2020,China,Chongqing,486,,,,,3102,,,,
2/11/2020,China,Fujian,267,,,,,3941,,,,
2/11/2020,China,Gansu,86,,,,,2637,,,,
2/11/2020,China,Guangdong,1177,,,,,11346,,,,
2/11/2020,China,Guangxi,215,,,,,4926,,,,
2/11/2020,China,Guizhou,118,,,,,3600,,,,
2/11/2020,China,Hainan,142,,,,,934,,,,
2/11/2020,China,Hebei,239,,,,,7556,,,,
2/11/2020,China,Heilongjiang,360,,,,,3773,,,,
2/11/2020,China,Henan,1105,,,,,9605,,,,
2/11/2020,China,Hong Kong SAR,42,,,,,745,,,,
2/11/2020,China,Hubei,31728,,,,,5917,,,,
2/11/2020,China,Hunan,912,,,,,6899,,,,
2/11/2020,China,Inner Mongolia,58,,,,,2534,,,,
2/11/2020,China,Jiangsu,515,,,,,8051,,,,
2/11/2020,China,Jiangxi,804,,,,,4648,,,,
2/11/2020,China,Jilin,81,,,,,2704,,,,
2/11/2020,China,Liaoning,108,,,,,4359,,,,
2/11/2020,China,Macao SAR,10,,,,,66,,,,
2/11/2020,China,Ningxia,53,,,,,688,,,,
2/11/2020,China,Qinghai,18,,,,,603,,,,
2/11/2020,China,Shaanxi,219,,,,,3864,,,,
2/11/2020,China,Shandong,486,,,,,10047,,,,
2/11/2020,China,Shanghai,302,,,,,2424,,,,
2/11/2020,China,Shanxi,122,,,,,3718,,,,
2/11/2020,China,Sichuan,417,,,,,8341,,,,
2/11/2020,China,Taiwan,18,,,,,2359,,,,
2/11/2020,China,Tianjin,96,,,,,1560,,,,
2/11/2020,China,Xinjiang,55,,,,,2487,,,,
2/11/2020,China,Xizang,1,,,,,344,,,,
2/11/2020,China,Yunnan,149,,,,,4830,,,,
2/11/2020,China,Zhejiang,1117,,,,,5737,,,,
2/12/2020,China,all,44730,,,,,142823,,,,
2/12/2020,China,Anhui,889,,,,,6324,,,,
2/12/2020,China,Beijing,352,,,,,2154,,,,
2/12/2020,China,Chongqing,505,,,,,3102,,,,
2/12/2020,China,Fujian,272,,,,,3941,,,,
2/12/2020,China,Gansu,86,,,,,2637,,,,
2/12/2020,China,Guangdong,1219,,,,,11346,,,,
2/12/2020,China,Guangxi,222,,,,,4926,,,,
2/12/2020,China,Guizhou,131,,,,,3600,,,,
2/12/2020,China,Hainan,145,,,,,934,,,,
2/12/2020,China,Hebei,251,,,,,7556,,,,
2/12/2020,China,Heilongjiang,378,,,,,3773,,,,
2/12/2020,China,Henan,1135,,,,,9605,,,,
2/12/2020,China,Hong Kong SAR,49,,,,,745,,,,
2/12/2020,China,Hubei,33366,,,,,5917,,,,
2/12/2020,China,Hunan,946,,,,,6899,,,,
2/12/2020,China,Inner Mongolia,60,,,,,2534,,,,
2/12/2020,China,Jiangsu,543,,,,,8051,,,,
2/12/2020,China,Jiangxi,844,,,,,4648,,,,
2/12/2020,China,Jilin,83,,,,,2704,,,,
2/12/2020,China,Liaoning,111,,,,,4359,,,,
2/12/2020,China,Macao SAR,10,,,,,66,,,,
2/12/2020,China,Ningxia,58,,,,,688,,,,
2/12/2020,China,Qinghai,18,,,,,603,,,,
2/12/2020,China,Shaanxi,225,,,,,3864,,,,
2/12/2020,China,Shandong,497,,,,,10047,,,,
2/12/2020,China,Shanghai,306,,,,,2424,,,,
2/12/2020,China,Shanxi,124,,,,,3718,,,,
2/12/2020,China,Sichuan,436,,,,,8341,,,,
2/12/2020,China,Taiwan,18,,,,,2359,,,,
2/12/2020,China,Tianjin,106,,,,,1560,,,,
2/12/2020,China,Xinjiang,59,,,,,2487,,,,
2/12/2020,China,Xizang,1,,,,,344,,,,
2/12/2020,China,Yunnan,154,,,,,4830,,,,
2/12/2020,China,Zhejiang,1131,,,,,5737,,,,
2/13/2020,China,all,46550,,,,,142823,,,,
2/13/2020,China,Anhui,910,,,,,6324,,,,
2/13/2020,China,Beijing,366,,,,,2154,,,,
2/13/2020,China,Chongqing,518,,,,,3102,,,,
2/13/2020,China,Fujian,279,,,,,3941,,,,
2/13/2020,China,Gansu,87,,,,,2637,,,,
2/13/2020,China,Guangdong,1241,,,,,11346,,,,
2/13/2020,China,Guangxi,222,,,,,4926,,,,
2/13/2020,China,Guizhou,135,,,,,3600,,,,
2/13/2020,China,Hainan,157,,,,,934,,,,
2/13/2020,China,Hebei,265,,,,,7556,,,,
2/13/2020,China,Heilongjiang,395,,,,,3773,,,,
2/13/2020,China,Henan,1169,,,,,9605,,,,
2/13/2020,China,Hong Kong SAR,50,,,,,745,,,,
2/13/2020,China,Hubei,34874,,,,,5917,,,,
2/13/2020,China,Hunan,968,,,,,6899,,,,
2/13/2020,China,Inner Mongolia,61,,,,,2534,,,,
