date,country,adm,n_cum_conf,n_cum_deaths,n_inc_conf,n_inc_sus,n_inc_deaths,population_E4,n_cum_clin,n_cum_tot,n_inc_clin,n_inc_tot
2020-02-25,China,Hunan,1016,4,0,1,0,6899,,,,
2020-02-25,China,Inner Mongolia,75,0,0,0,0,2534,,,,
2020-02-25,China,Jiangsu,631,0,0,0,0,8051,,,,
2020-02-25,China,Jiangxi,934,1,0,0,0,4648,,,,
2020-02-25,China,Jilin,93,1,0,14,0,2704,,,,
2020-02-25,China,Liaoning,121,1,0,9,0,4359,,,,
2020-02-25,China,Macao SAR,10,0,0,0,0,66,,,,
2020-02-25,China,Ningxia,71,0,0,0,0,688,,,,
2020-02-25,China,Qinghai,18,0,0,0,0,603,,,,
2020-02-25,China,Shaanxi,245,1,0,0,0,3864,,,,
2020-02-25,China,Shandong,755,6,0,0,2,10047,,,,
2020-02-25,China,Shanghai,335,3,0,30,0,2424,,,,
2020-02-25,China,Shanxi,133,0,1,0,0,3718,,,,
2020-02-25,China,Sichuan,529,3,2,7,0,8341,,,,
2020-02-25,China,Taiwan,31,1,3,0,0,2359,,,,
2020-02-25,China,Tianjin,135,3,0,38,0,1560,,,,
2020-02-25,China,Xinjiang,76,2,0,0,0,2487,,,,
2020-02-25,China,Xizang,1,0,0,0,0,344,,,,
2020-02-25,China,Yunnan,174,2,0,9,0,4830,,,,
2020-02-25,China,Zhejiang,1205,1,0,1,0,5737,,,,
2020-02-26,China,all,78191,2718,412,439,52,142823,,,,
2020-02-26,China,Anhui,989,6,0,0,0,6324,,,,
2020-02-26,China,Beijing,400,4,0,21,0,2154,,,,
2020-02-26,China,Chongqing,576,6,0,9,0,3102,,,,
2020-02-26,China,Fujian,294,1,0,0,0,3941,,,,
2020-02-26,China,Gansu,91,2,0,0,0,2637,,,,
2020-02-26,China,Guangdong,1347,7,0,0,0,11346,,,,
2020-02-26,China,Guangxi,252,2,0,2,0,4926,,,,
2020-02-26,China,Guizhou,146,2,0,0,0,3600,,,,
2020-02-26,China,Hainan,168,5,0,6,0,934,,,,
2020-02-26,China,Hebei,312,6,1,0,0,7556,,,,
2020-02-26,China,Heilongjiang,480,12,0,0,0,3773,,,,
2020-02-26,China,Henan,1271,19,0,1,0,9605,,,,
2020-02-26,China,Hong Kong SAR,85,2,4,0,0,745,,,,
2020-02-26,China,Hubei,65187,2615,401,311,52,5917,,,,
2020-02-26,China,Hunan,1016,4,0,1,0,6899,,,,
2020-02-26,China,Inner Mongolia,75,0,0,0,0,2534,,,,
2020-02-26,China,Jiangsu,631,0,0,0,0,8051,,,,
2020-02-26,China,Jiangxi,934,1,0,0,0,4648,,,,
2020-02-26,China,Jilin,93,1,0,2,0,2704,,,,
2020-02-26,China,Liaoning,121,1,0,6,0,4359,,,,
2020-02-26,China,Macao SAR,10,0,0,0,0,66,,,,
2020-02-26,China,Ningxia,71,0,0,2,0,688,,,,
2020-02-26,China,Qinghai,18,0,0,0,0,603,,,,
2020-02-26,China,Shaanxi,245,1,0,0,0,3864,,,,
2020-02-26,China,Shandong,756,6,1,1,0,10047,,,,
2020-02-26,China,Shanghai,336,3,1,46,0,2424,,,,
2020-02-26,China,Shanxi,133,0,0,1,0,3718,,,,
2020-02-26,China,Sichuan,531,3,2,7,0,8341,,,,
2020-02-26,China,Taiwan,32,1,2,0,0,2359,,,,
2020-02-26,China,Tianjin,135,3,0,14,0,1560,,,,
2020-02-26,China,Xinjiang,76,2,0,0,0,2487,,,,
2020-02-26,China,Xizang,1,0,0,0,0,344,,,,
2020-02-26,China,Yunnan,174,2,0,7,0,4830,,,,
2020-02-26,China,Zhejiang,1205,1,0,2,0,5737,,,,
2020-02-27,China,all,78630,2747,439,508,29,142823,,,,
2020-02-27,China,Anhui,989,6,0,0,0,6324,,,,
2020-02-27,China,Beijing,410,5,10,10,1,2154,,,,
2020-02-27,China,Chongqing,576,6,0,11,0,3102,,,,
2020-02-27,China,Fujian,296,1,2,0,0,3941,,,,
2020-02-27,China,Gansu,91,2,0,0,0,2637,,,,
2020-02-27,China,Guangdong,1347,7,0,0,0,11346,,,,
2020-02-27,China,Guangxi,252,2,0,0,0,4926,,,,
2020-02-27,China,Guizhou,146,2,0,1,0,3600,,,,
2020-02-27,China,Hainan,168,5,0,4,0,934,,,,
2020-02-27,China,Hebei,317,6,5,0,0,7556,,,,
2020-02-27,China,Heilongjiang,480,13,0,0,1,3773,,,,
2020-02-27,China,Henan,1272,20,1,2,1,9605,,,,
2020-02-27,China,Hong Kong SAR,91,2,6,0,0,745,,,,
2020-02-27,China,Hubei,65596,2641,409,403,26,5917,,,,
2020-02-27,China,Hunan,1017,4,1,0,0,6899,,,,
2020-02-27,China,Inner Mongolia,75,0,0,0,0,2534,,,,
2020-02-27,China,Jiangsu,631,0,0,0,0,8051,,,,
2020-02-27,China,Jiangxi,934,1,0,0,0,4648,,,,
2020-02-27,China,Jilin,93,1,0,2,0,2704,,,,
2020-02-27,China,Liaoning,121,1,0,14,0,4359,,,,
2020-02-27,China,Macao SAR,10,0,0,0,0,66,,,,
2020-02-27,China,Ningxia,72,0,1,0,0,688,,,,
2020-02-27,China,Qinghai,18,0,0,0,0,603,,,,
2020-02-27,China,Shaanxi,245,1,0,0,0,3864,,,,
2020-02-27,China,Shandong,756,6,0,0,0,10047,,,,
2020-02-27,China,Shanghai,337,3,1,33,0,2424,,,,
2020-02-27,China,Shanxi,133,0,0,1,0,3718,,,,
2020-02-27,China,Sichuan,534,3,3,4,0,8341,,,,
2020-02-27,China,Taiwan,32,1,0,0,0,2359,,,,
2020-02-27,China,Tianjin,135,3,0,20,0,1560,,,,
2020-02-27,China,Xinjiang,76,2,0,0,0,2487,,,,
2020-02-27,China,Xizang,1,0,0,0,0,344,,,,
2020-02-27,China,Yunnan,174,2,0,3,0,4830,,,,
2020-02-27,China,Zhejiang,1205,1,0,0,0,5737,,,,
2020-02-28,China,all,78961,2791,331,452,44,142823,,,,
2020-02-28,China,Anhui,990,6,1,0,0,6324,,,,
2020-02-28,China,Beijing,410,7,0,12,2,2154,,,,
2020-02-28,China,Chongqing,576,6,0,6,0,3102,,,,
2020-02-28,China,Fujian,296,1,0,0,0,3941,,,,
2020-02-28,China,Gansu,91,2,0,0,0,2637,,,,
2020-02-28,China,Guangdong,1348,7,1,2,0,11346,,,,
2020-02-28,China,Guangxi,252,2,0,0,0,4926,,,,
2020-02-28,China,Guizhou,146,2,0,1,0,3600,,,,
2020-02-28,China,Hainan,168,5,0,5,0,934,,,,
2020-02-28,China,Hebei,318,6,1,0,0,7556,,,,
2020-02-28,China,Heilongjiang,480,13,0,0,0,3773,,,,
2020-02-28,China,Henan,1272,20,0,1,0,9605,,,,
2020-02-28,China,Hong Kong SAR,93,2,2,0,0,745,,,,
2020-02-28,China,Hubei,65914,2682,318,332,41,5917,,,,
2020-02-28,China,Hunan,1017,4,0,0,0,6899,,,,
2020-02-28,China,Inner Mongolia,75,0,0,0,0,2534,,,,
2020-02-28,China,Jiangsu,631,0,0,0,0,8051,,,,
2020-02-28,China,Jiangxi,935,1,1,0,0,4648,,,,
2020-02-28,China,Jilin,93,1,0,3,0,2704,,,,
2020-02-28,China,Liaoning,121,1,0,22,0,4359,,,,
2020-02-28,China,Macao SAR,10,0,0,0,0,66,,,,
2020-02-28,China,Ningxia,72,0,0,0,0,688,,,,
2020-02-28,China,Qinghai,18,0,0,0,0,603,,,,
2020-02-28,China,Shaanxi,245,1,0,0,0,3864,,,,
2020-02-28,China,Shandong,756,6,0,0,0,10047,,,,
2020-02-28,China,Shanghai,337,3,0,36,0,2424,,,,
2020-02-28,China,Shanxi,133,0,0,0,0,3718,,,,
2020-02-28,China,Sichuan,538,3,4,4,0,8341,,,,
2020-02-28,China,Taiwan,34,1,2,0,0,2359,,,,
2020-02-28,China,Tianjin,136,3,1,24,0,1560,,,,
2020-02-28,China,Xinjiang,76,3,0,0,1,2487,,,,
2020-02-28,China,Xizang,1,0,0,0,0,344,,,,
2020-02-28,China,Yunnan,174,2,0,4,0,4830,,,,
2020-02-28,China,Zhejiang,1205,1,0,0,0,5737,,,,
2020-02-29,China,all,79394,2838,435,248,47,142823,,,,
2020-02-29,China,Anhui,990,6,0,0,0,6324,,,,
2020-02-29,China,Beijing,411,8,1,9,1,2154,,,,
2020-02-29,China,Chongqing,576,6,0,7,0,3102,,,,
2020-02-29,China,Fujian,296,1,0,0,0,3941,,,,
2020-02-29,China,Gansu,91,2,0,0,0,2637,,,,
2020-02-29,China,Guangdong,1349,7,1,0,0,11346,,,,
2020-02-29,China,Guangxi,252,2,0,0,0,4926,,,,
2020-02-29,China,Guizhou,146,2,0,1,0,3600,,,,
2020-02-29,China,Hainan,168,5,0,5,0,934,,,,
2020-02-29,China,Hebei,318,6,0,0,0,7556,,,,
2020-02-29,China,Heilongjiang,480,13,0,0,0,3773,,,,
2020-02-29,China,Henan,1272,21,0,0,1,9605,,,,
2020-02-29,China,Hong Kong SAR,94,2,1,0,0,745,,,,
2020-02-29,China,Hubei,66337,2727,423,159,45,5917,,,,
2020-02-29,China,Hunan,1018,4,1,1,0,6899,,,,
2020-02-29,China,Inner Mongolia,75,0,0,0,0,2534,,,,
2020-02-29,China,Jiangsu,631,0,0,0,0,8051,,,,
2020-02-29,China,Jiangxi,935,1,0,1,0,4648,,,,
2020-02-29,China,Jilin,93,1,0,3,0,2704,,,,
2020-02-29,China,Liaoning,121,1,0,15,0,4359,,,,
2020-02-29,China,Macao SAR,10,0,0,0,0,66,,,,
2020-02-29,China,Ningxia,73,0,1,0,0,688,,,,
2020-02-29,China,Qinghai,18,0,0,0,0,603,,,,
2020-02-29,China,Shaanxi,245,1,0,0,0,3864,,,,
2020-02-29,China,Shandong,756,6,0,0,0,10047,,,,
2020-02-29,China,Shanghai,337,3,0,28,0,2424,,,,
2020-02-29,China,Shanxi,133,0,0,0,0,3718,,,,
2020-02-29,China,Sichuan,538,3,0,2,0,8341,,,,
2020-02-29,China,Taiwan,39,1,7,0,0,2359,,,,
2020-02-29,China,Tianjin,136,3,0,14,0,1560,,,,
2020-02-29,China,Xinjiang,76,3,0,0,0,2487,,,,
2020-02-29,China,Xizang,1,0,0,0,0,344,,,,
2020-02-29,China,Yunnan,174,2,0,3,0,4830,,,,
2020-02-29,China,Zhejiang,1205,1,0,0,0,5737,,,,
2020-03-01,China,all,79968,2873,579,132,35,142823,,,,
2020-03-01,China,Anhui,990,6,0,0,0,6324,,,,
2020-03-01,China,Beijing,413,8,2,18,0,2154,,,,
2020-03-01,China,Chongqing,576,6,0,6,0,3102,,,,
2020-03-01,China,Fujian,296,1,0,0,0,3941,,,,
2020-03-01,China,Gansu,91,2,0,0,0,2637,,,,
2020-03-01,China,Guangdong,1349,7,0,1,0,11346,,,,
2020-03-01,China,Guangxi,252,2,0,0,0,4926,,,,
2020-03-01,China,Guizhou,146,2,0,0,0,3600,,,,
2020-03-01,China,Hainan,168,5,0,3,0,934,,,,
2020-03-01,China,Hebei,318,6,0,0,0,7556,,,,
2020-03-01,China,Heilongjiang,480,13,0,0,0,3773,,,,
2020-03-01,China,Henan,1272,22,0,0,1,9605,,,,
2020-03-01,China,Hong Kong SAR,95,2,1,0,0,745,,,,
2020-03-01,China,Hubei,66907,2761,570,64,34,5917,,,,
2020-03-01,China,Hunan,1018,4,0,0,0,6899,,,,
2020-03-01,China,Inner Mongolia,75,0,0,0,0,2534,,,,
2020-03-01,China,Jiangsu,631,0,0,0,0,8051,,,,
2020-03-01,China,Jiangxi,935,1,0,0,0,4648,,,,
2020-03-01,China,Jilin,93,1,0,6,0,2704,,,,
2020-03-01,China,Liaoning,122,1,1,11,0,4359,,,,
2020-03-01,China,Macao SAR,10,0,0,0,0,66,,,,
2020-03-01,China,Ningxia,73,0,0,1,0,688,,,,
2020-03-01,China,Qinghai,18,0,0,0,0,603,,,,
2020-03-01,China,Shaanxi,245,1,0,0,0,3864,,,,
2020-03-01,China,Shandong,756,6,0,0,0,10047,,,,
2020-03-01,China,Shanghai,337,3,0,10,0,2424,,,,
2020-03-01,China,Shanxi,133,0,0,0,0,3718,,,,
2020-03-01,China,Sichuan,538,3,0,1,0,8341,,,,
2020-03-01,China,Taiwan,39,1,5,0,0,2359,,,,
2020-03-01,China,Tianjin,136,3,0,11,0,1560,,,,
2020-03-01,China,Xinjiang,76,3,0,0,0,2487,,,,
2020-03-01,China,Xizang,1,0,0,0,0,344,,,,
2020-03-01,China,Yunnan,174,2,0,0,0,4830,,,,
2020-03-01,China,Zhejiang,1205,1,0,0,0,5737,,,,
2020-03-02,China,all,80174,2915,206,141,42,142823,,,,
2020-03-02,China,Anhui,990,6,0,0,0,6324,,,,
2020-03-02,China,Beijing,414,8,1,12,0,2154,,,,
2020-03-02,China,Chongqing,576,6,0,1,0,3102,,,,
2020-03-02,China,Fujian,296,1,0,0,0,3941,,,,
2020-03-02,China,Gansu,91,2,0,0,0,2637,,,,
2020-03-02,China,Guangdong,1350,7,1,0,0,11346,,,,
2020-03-02,China,Guangxi,252,2,0,0,0,4926,,,,
2020-03-02,China,Guizhou,146,2,0,0,0,3600,,,,
2020-03-02,China,Hainan,168,5,0,1,0,934,,,,
2020-03-02,China,Hebei,318,6,0,0,0,7556,,,,
2020-03-02,China,Heilongjiang,480,13,0,0,0,3773,,,,
2020-03-02,China,Henan,1272,22,0,0,0,9605,,,,
2020-03-02,China,Hong Kong SAR,98,2,3,0,0,745,,,,
2020-03-02,China,Hubei,67103,2803,196,80,42,5917,,,,
2020-03-02,China,Hunan,1018,4,0,0,0,6899,,,,
2020-03-02,China,Inner Mongolia,75,0,0,0,0,2534,,,,
2020-03-02,China,Jiangsu,631,0,0,0,0,8051,,,,
2020-03-02,China,Jiangxi,935,1,0,0,0,4648,,,,
2020-03-02,China,Jilin,93,1,0,2,0,2704,,,,
2020-03-02,China,Liaoning,122,1,0,16,0,4359,,,,
2020-03-02,China,Macao SAR,10,0,0,0,0,66,,,,
2020-03-02,China,Ningxia,74,0,1,0,0,688,,,,
2020-03-02,China,Qinghai,18,0,0,0,0,603,,,,
2020-03-02,China,Shaanxi,245,1,0,0,0,3864,,,,
2020-03-02,China,Shandong,758,6,2,0,0,10047,,,,
2020-03-02,China,Shanghai,337,3,0,11,0,2424,,,,
2020-03-02,China,Shanxi,133,0,0,0,0,3718,,,,
2020-03-02,China,Sichuan,538,3,0,2,0,8341,,,,
2020-03-02,China,Taiwan,40,1,1,0,0,2359,,,,
2020-03-02,China,Tianjin,136,3,0,9,0,1560,,,,
2020-03-02,China,Xinjiang,76,3,0,0,0,2487,,,,
2020-03-02,China,Xizang,1,0,0,0,0,344,,,,
2020-03-02,China,Yunnan,174,2,0,3,0,4830,,,,
2020-03-02,China,Zhejiang,1206,1,1,4,0,5737,,,,
2020-03-03,China,all,80304,2946,130,129,31,142823,,,,
2020-03-03,China,Anhui,990,6,0,0,0,6324,,,,
2020-03-03,China,Beijing,414,8,0,14,0,2154,,,,
2020-03-03,China,Chongqing,576,6,0,2,0,3102,,,,
2020-03-03,China,Fujian,296,1,0,0,0,3941,,,,
2020-03-03,China,Gansu,91,2,0,0,0,2637,,,,
2020-03-03,China,Guangdong,1350,7,0,0,0,11346,,,,
2020-03-03,China,Guangxi,252,2,0,0,0,4926,,,,
2020-03-03,China,Guizhou,146,2,0,1,0,3600,,,,
2020-03-03,China,Hainan,168,5,0,0,0,934,,,,
2020-03-03,China,Hebei,318,6,0,0,0,7556,,,,
2020-03-03,China,Heilongjiang,480,13,0,0,0,3773,,,,
2020-03-03,China,Henan,1272,22,0,0,0,9605,,,,
2020-03-03,China,Hong Kong SAR,101,2,3,0,0,745,,,,
2020-03-03,China,Hubei,67217,2834,114,64,31,5917,,,,
2020-03-03,China,Hunan,1018,4,0,0,0,6899,,,,
2020-03-03,China,Inner Mongolia,75,0,0,0,0,2534,,,,
2020-03-03,China,Jiangsu,631,0,0,0,0,8051,,,,
2020-03-03,China,Jiangxi,935,1,0,1,0,4648,,,,
2020-03-03,China,Jilin,93,1,0,2,0,2704,,,,
2020-03-03,China,Liaoning,125,1,3,18,0,4359,,,,
2020-03-03,China,Macao SAR,10,0,0,0,0,66,,,,
2020-03-03,China,Ningxia,74,0,0,0,0,688,,,,
2020-03-03,China,Qinghai,18,0,0,0,0,603,,,,
2020-03-03,China,Shaanxi,245,1,0,0,0,3864,,,,
2020-03-03,China,Shandong,758,6,0,0,0,10047,,,,
2020-03-03,China,Shanghai,338,3,1,9,0,2424,,,,
2020-03-03,China,Shanxi,133,0,0,0,0,3718,,,,
2020-03-03,China,Sichuan,538,3,0,0,0,8341,,,,
2020-03-03,China,Taiwan,42,1,2,0,0,2359,,,,
2020-03-03,China,Tianjin,136,3,0,17,0,1560,,,,
2020-03-03,China,Xinjiang,76,3,0,0,0,2487,,,,
2020-03-03,China,Xizang,1,0,0,0,0,344,,,,
2020-03-03,China,Yunnan,174,2,0,1,0,4830,,,,
2020-03-03,China,Zhejiang,1213,1,7,0,0,5737,,,,
2020-03-04,China,all,80422,2984,120,143,38,142823,,,,
2020-03-04,China,Anhui,990,6,0,0,0,6324,,,,
2020-03-04,China,Beijing,417,8,3,11,0,2154,,,,
2020-03-04,China,Chongqing,576,6,0,1,0,3102,,,,
2020-03-04,China,Fujian,296,1,0,0,0,3941,,,,
2020-03-04,China,Gansu,91,2,0,0,0,2637,,,,
2020-03-04,China,Guangdong,1350,7,0,0,0,11346,,,,
2020-03-04,China,Guangxi,252,2,0,0,0,4926,,,,
2020-03-04,China,Guizhou,146,2,0,0,0,3600,,,,
2020-03-04,China,Hainan,168,5,0,0,0,934,,,,
2020-03-04,China,Hebei,318,6,0,0,0,7556,,,,
2020-03-04,China,Heilongjiang,480,13,0,2,0,3773,,,,
2020-03-04,China,Henan,1272,22,0,0,0,9605,,,,
2020-03-04,China,Hong Kong SAR,101,2,0,0,0,745,,,,
2020-03-04,China,Hubei,67332,2871,115,52,37,5917,,,,
2020-03-04,China,Hunan,1018,4,0,0,0,6899,,,,
2020-03-04,China,Inner Mongolia,75,1,0,0,1,2534,,,,
2020-03-04,China,Jiangsu,631,0,0,0,0,8051,,,,
2020-03-04,China,Jiangxi,935,1,0,0,0,4648,,,,
2020-03-04,China,Jilin,93,1,0,0,0,2704,,,,
2020-03-04,China,Liaoning,125,1,0,36,0,4359,,,,
2020-03-04,China,Macao SAR,10,0,0,0,0,66,,,,
2020-03-04,China,Ningxia,75,0,1,0,0,688,,,,
2020-03-04,China,Qinghai,18,0,0,0,0,603,,,,
2020-03-04,China,Shaanxi,245,1,0,0,0,3864,,,,
2020-03-04,China,Shandong,758,6,0,0,0,10047,,,,
2020-03-04,China,Shanghai,338,3,0,19,0,2424,,,,
2020-03-04,China,Shanxi,133,0,0,0,0,3718,,,,
2020-03-04,China,Sichuan,538,3,0,1,0,8341,,,,
2020-03-04,China,Taiwan,42,1,1,0,0,2359,,,,
2020-03-04,China,Tianjin,136,3,0,17,0,1560,,,,
2020-03-04,China,Xinjiang,76,3,0,0,0,2487,,,,
2020-03-04,China,Xizang,1,0,0,0,0,344,,,,
2020-03-04,China,Yunnan,174,2,0,2,0,4830,,,,
2020-03-04,China,Zhejiang,1213,1,0,2,0,5737,,,,
2020-03-05,China,all,80565,3015,143,143,31,142823,,,,
2020-03-05,China,Anhui,990,6,0,0,0,6324,,,,
2020-03-05,China,Beijing,418,8,1,10,0,2154,,,,
2020-03-05,China,Chongqing,576,6,0,2,0,3102,,,,
2020-03-05,China,Fujian,296,1,0,0,0,3941,,,,
2020-03-05,China,Gansu,91,2,0,0,0,2637,,,,
2020-03-05,China,Guangdong,1350,7,0,0,0,11346,,,,
2020-03-05,China,Guangxi,252,2,0,0,0,4926,,,,
2020-03-05,China,Guizhou,146,2,0,0,0,3600,,,,
2020-03-05,China,Hainan,168,5,0,1,0,934,,,,
2020-03-05,China,Hebei,318,6,0,0,0,7556,,,,
2020-03-05,China,Heilongjiang,481,13,1,0,0,3773,,,,
2020-03-05,China,Henan,1272,22,0,0,0,9605,,,,
2020-03-05,China,Hong Kong SAR,104,2,4,0,0,745,,,,
2020-03-05,China,Hubei,67466,2902,134,67,31,5917,,,,
2020-03-05,China,Hunan,1018,4,0,0,0,6899,,,,
2020-03-05,China,Inner Mongolia,75,1,0,0,0,2534,,,,
2020-03-05,China,Jiangsu,631,0,0,0,0,8051,,,,
2020-03-05,China,Jiangxi,935,1,0,0,0,4648,,,,
2020-03-05,China,Jilin,93,1,0,0,0,2704,,,,
2020-03-05,China,Liaoning,125,1,0,32,0,4359,,,,
2020-03-05,China,Macao SAR,10,0,0,0,0,66,,,,
2020-03-05,China,Ningxia,75,0,0,0,0,688,,,,
2020-03-05,China,Qinghai,18,0,0,0,0,603,,,,
2020-03-05,China,Shaanxi,245,1,0,0,0,3864,,,,
2020-03-05,China,Shandong,758,6,0,0,0,10047,,,,
2020-03-05,China,Shanghai,338,3,0,17,0,2424,,,,
2020-03-05,China,Shanxi,133,0,0,0,0,3718,,,,
2020-03-05,China,Sichuan,539,3,1,0,0,8341,,,,
2020-03-05,China,Taiwan,42,1,0,0,0,2359,,,,
2020-03-05,China,Tianjin,136,3,0,11,0,1560,,,,
2020-03-05,China,Xinjiang,76,3,0,0,0,2487,,,,
2020-03-05,China,Xizang,1,0,0,0,0,344,,,,
2020-03-05,China,Yunnan,174,2,0,2,0,4830,,,,
2020-03-05,China,Zhejiang,1215,1,2,1,0,5737,,,,
2020-03-06,China,all,80711,3045,146,102,30,142823,,,,
2020-03-06,China,Anhui,990,6,0,0,0,6324,,,,
2020-03-06,China,Beijing,422,8,4,3,0,2154,,,,
2020-03-06,China,Chongqing,576,6,0,2,0,3102,,,,
2020-03-06,China,Fujian,296,1,0,0,0,3941,,,,
2020-03-06,China,Gansu,102,2,11,0,0,2637,,,,
2020-03-06,China,Guangdong,1351,7,1,0,0,11346,,,,
2020-03-06,China,Guangxi,252,2,0,0,0,4926,,,,
2020-03-06,China,Guizhou,146,2,0,2,0,3600,,,,
2020-03-06,China,Hainan,168,6,0,0,1,934,,,,
2020-03-06,China,Hebei,318,6,0,0,0,7556,,,,
2020-03-06,China,Heilongjiang,481,13,0,0,0,3773,,,,
2020-03-06,China,Henan,1272,22,0,0,0,9605,,,,
2020-03-06,China,Hong Kong SAR,104,2,0,0,0,745,,,,
2020-03-06,China,Hubei,67592,2931,126,43,29,5917,,,,
2020-03-06,China,Hunan,1018,4,0,0,0,6899,,,,
2020-03-06,China,Inner Mongolia,75,1,0,0,0,2534,,,,
2020-03-06,China,Jiangsu,631,0,0,0,0,8051,,,,
2020-03-06,China,Jiangxi,935,1,0,0,0,4648,,,,
2020-03-06,China,Jilin,93,1,0,3,0,2704,,,,
2020-03-06,China,Liaoning,125,1,0,13,0,4359,,,,
2020-03-06,China,Macao SAR,10,0,0,0,0,66,,,,
2020-03-06,China,Ningxia,75,0,0,0,0,688,,,,
2020-03-06,China,Qinghai,18,0,0,0,0,603,,,,
2020-03-06,China,Shaanxi,245,1,0,0,0,3864,,,,
2020-03-06,China,Shandong,758,6,0,0,0,10047,,,,
2020-03-06,China,Shanghai,339,3,1,22,0,2424,,,,
2020-03-06,China,Shanxi,133,0,0,0,0,3718,,,,
2020-03-06,China,Sichuan,539,3,0,2,0,8341,,,,
2020-03-06,China,Taiwan,45,1,3,0,0,2359,,,,
2020-03-06,China,Tianjin,136,3,0,9,0,1560,,,,
2020-03-06,China,Xinjiang,76,3,0,0,0,2487,,,,
2020-03-06,China,Xizang,1,0,0,0,0,344,,,,
2020-03-06,China,Yunnan,174,2,0,2,0,4830,,,,
2020-03-06,China,Zhejiang,1215,1,0,1,0,5737,,,,
2020-03-07,China,all,80813,3073,102,99,28,142823,,,,
2020-03-07,China,Anhui,990,6,0,0,0,6324,,,,
2020-03-07,China,Beijing,426,8,4,13,0,2154,,,,
2020-03-07,China,Chongqing,576,6,0,4,0,3102,,,,
2020-03-07,China,Fujian,296,1,0,0,0,3941,,,,
2020-03-07,China,Gansu,119,2,17,0,0,2637,,,,
2020-03-07,China,Guangdong,1352,7,1,0,0,11346,,,,
2020-03-07,China,Guangxi,252,2,0,0,0,4926,,,,
2020-03-07,China,Guizhou,146,2,0,0,0,3600,,,,
2020-03-07,China,Hainan,168,6,0,0,0,934,,,,
2020-03-07,China,Hebei,318,6,0,0,0,7556,,,,
2020-03-07,China,Heilongjiang,481,13,0,0,0,3773,,,,
2020-03-07,China,Henan,1272,22,0,0,0,9605,,,,
2020-03-07,China,Hong Kong SAR,107,2,3,0,0,745,,,,
2020-03-07,China,Hubei,67666,2959,74,47,28,5917,,,,
2020-03-07,China,Hunan,1018,4,0,0,0,6899,,,,
2020-03-07,China,Inner Mongolia,75,1,0,0,0,2534,,,,
2020-03-07,China,Jiangsu,631,0,0,0,0,8051,,,,
2020-03-07,China,Jiangxi,935,1,0,0,0,4648,,,,
2020-03-07,China,Jilin,93,1,0,3,0,2704,,,,
2020-03-07,China,Liaoning,125,1,0,4,0,4359,,,,
2020-03-07,China,Macao SAR,10,0,0,0,0,66,,,,
2020-03-07,China,Ningxia,75,0,0,0,0,688,,,,
2020-03-07,China,Qinghai,18,0,0,0,0,603,,,,
2020-03-07,China,Shaanxi,245,1,0,0,0,3864,,,,
2020-03-07,China,Shandong,758,6,0,0,0,10047,,,,
2020-03-07,China,Shanghai,342,3,3,16,0,2424,,,,
2020-03-07,China,Shanxi,133,0,0,0,0,3718,,,,
2020-03-07,China,Sichuan,539,3,0,0,0,8341,,,,
2020-03-07,China,Taiwan,45,1,0,0,0,2359,,,,
2020-03-07,China,Tianjin,136,3,0,12,0,1560,,,,
2020-03-07,China,Xinjiang,76,3,0,0,0,2487,,,,
2020-03-07,China,Xizang,1,0,0,0,0,344,,,,
2020-03-07,China,Yunnan,174,2,0,0,0,4830,,,,
2020-03-07,China,Zhejiang,1215,1,0,0,0,5737,,,,
2020-03-08,China,all,80859,3100,46,84,27,142823,,,,
2020-03-08,China,Anhui,990,6,0,0,0,6324,,,,
2020-03-08,China,Beijing,428,8,2,3,0,2154,,,,
2020-03-08,China,Chongqing,576,6,0,0,0,3102,,,,
2020-03-08,China,Fujian,296,1,0,0,0,3941,,,,
2020-03-08,China,Gansu,120,2,1,0,0,2637,,,,
2020-03-08,China,Guangdong,1352,7,0,0,0,11346,,,,
2020-03-08,China,Guangxi,252,2,0,0,0,4926,,,,
2020-03-08,China,Guizhou,146,2,0,0,0,3600,,,,
2020-03-08,China,Hainan,168,6,0,0,0,934,,,,
2020-03-08,China,Hebei,318,6,0,0,0,7556,,,,
2020-03-08,China,Heilongjiang,481,13,0,0,0,3773,,,,
2020-03-08,China,Henan,1272,22,0,0,0,9605,,,,
2020-03-08,China,Hong Kong SAR,109,2,2,0,0,745,,,,
2020-03-08,China,Hubei,67707,2986,41,42,27,5917,,,,
2020-03-08,China,Hunan,1018,4,0,0,0,6899,,,,
2020-03-08,China,Inner Mongolia,75,1,0,0,0,2534,,,,
2020-03-08,China,Jiangsu,631,0,0,0,0,8051,,,,
2020-03-08,China,Jiangxi,935,1,0,0,0,4648,,,,
2020-03-08,China,Jilin,93,1,0,0,0,2704,,,,
2020-03-08,China,Liaoning,125,1,0,3,0,4359,,,,
2020-03-08,China,Macao SAR,10,0,0,0,0,66,,,,
2020-03-08,China,Ningxia,75,0,0,0,0,688,,,,
2020-03-08,China,Qinghai,18,0,0,0,0,603,,,,
2020-03-08,China,Shaanxi,245,1,0,0,0,3864,,,,
2020-03-08,China,Shandong,758,6,0,0,0,10047,,,,
2020-03-08,China,Shanghai,342,3,0,25,0,2424,,,,
2020-03-08,China,Shanxi,133,0,0,0,0,3718,,,,
2020-03-08,China,Sichuan,539,3,0,1,0,8341,,,,
